# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
SRR35809155_ctg370	cds	617752	618405	+	EIDGLC_00630	273.0	1.0e-91	0.963	0.871	0.627	UniRef:UniRef50_A9CFJ9
SRR35809155_ctg370	cds	618726	620969	+	EIDGLC_00631	814.0	1.9e-287	0.944	0.875	0.600	UniRef:UniRef50_D9QJ68
SRR35809155_ctg370	cds	621004	621720	+	EIDGLC_00632	447.0	1.2e-159	0.971	0.878	0.905	UniRef:UniRef50_A0A0Q7EHW1
SRR35809155_ctg370	cds	621717	622670	+	EIDGLC_00633	338.0	8.0e-114	0.943	0.806	0.565	UniRef:UniRef50_Q3JB39
SRR35809155_ctg370	cds	622794	625208	+	EIDGLC_00634	915.0	0.0	0.959	0.921	0.608	UniRef:UniRef50_A0A4P1K6I4
SRR35809155_ctg370	cds	625519	626481	+	EIDGLC_00635	467.0	1.3e-165	0.912	0.980	0.812	UniRef:UniRef50_A0A833L8V6
SRR35809155_ctg370	cds	626527	627069	-	EIDGLC_00636	-	-	-	-	-	-
SRR35809155_ctg370	cds	627208	627744	-	EIDGLC_00637	149.0	1.3e-43	1.090	0.907	0.521	UniRef:UniRef50_D9QJD8
SRR35809155_ctg370	cds	627734	628879	-	EIDGLC_00638	672.0	6.7e-244	1.0	0.967	0.908	UniRef:UniRef50_A0A922W6H8
SRR35809155_ctg370	cds	629079	629543	-	EIDGLC_00639	169.0	1.6e-52	0.968	0.805	0.557	UniRef:UniRef50_A0A1G7A1S7
SRR35809155_ctg370	cds	629558	630814	-	EIDGLC_00640	461.0	9.2e-160	0.983	0.990	0.599	UniRef:UniRef50_A0A2S9QAT4
SRR35809155_ctg370	cds	631009	631530	+	EIDGLC_00641	180.0	2.9e-56	1.023	0.941	0.508	UniRef:UniRef50_D9QJD4
SRR35809155_ctg370	cds	631527	632729	+	EIDGLC_00642	604.0	1.3e-216	0.985	0.973	0.711	UniRef:UniRef50_A0A0S7YZA3
SRR35809155_ctg370	cds	632784	633473	+	EIDGLC_00643	303.0	3.4e-103	0.934	0.888	0.720	UniRef:UniRef50_A0A410P225
SRR35809155_ctg370	cds	633515	634789	-	EIDGLC_00644	471.0	6.4e-163	1.113	1.002	0.574	UniRef:UniRef50_A5EVC5
SRR35809155_ctg370	cds	634823	635473	-	EIDGLC_00645	284.0	5.2e-96	0.986	0.895	0.615	UniRef:UniRef50_A0A1H9FPE6
SRR35809155_ctg370	cds	635632	636105	+	EIDGLC_00646	177.0	1.8e-55	1.064	0.893	0.587	UniRef:UniRef50_V4Q3Q5
SRR35809155_ctg370	cds	636102	637241	+	EIDGLC_00647	549.0	1.4e-195	1.026	0.995	0.766	UniRef:UniRef50_A0A172Y4U4
SRR35809155_ctg370	cds	637241	638707	+	EIDGLC_00648	709.0	2.2e-255	1.0	1.006	0.719	UniRef:UniRef50_A0A0H3MJR8
SRR35809155_ctg370	cds	639072	639827	+	EIDGLC_00649	310.0	1.4e-104	1.080	0.909	0.605	UniRef:UniRef50_A0A220W8R9
SRR35809155_ctg370	cds	639824	640852	+	EIDGLC_00650	384.0	5.0e-131	0.994	0.872	0.600	UniRef:UniRef50_Q9A765
SRR35809155_ctg370	cds	640831	642069	+	EIDGLC_00651	664.0	2.1e-239	0.973	0.872	0.828	UniRef:UniRef50_Q9A766
SRR35809155_ctg370	cds	642066	642461	+	EIDGLC_00652	162.0	2.0e-50	1.015	0.853	0.624	UniRef:UniRef50_M5FAK1
SRR35809155_ctg370	cds	642461	642862	+	EIDGLC_00653	226.0	5.3e-76	0.962	0.970	0.891	UniRef:UniRef50_A0A062UIN8
SRR35809155_ctg370	cds	642862	643863	+	EIDGLC_00654	333.0	2.4e-111	0.940	0.805	0.572	UniRef:UniRef50_Q87UN4
SRR35809155_ctg370	cds	643863	644528	+	EIDGLC_00655	252.0	3.4e-83	1.045	0.979	0.628	UniRef:UniRef50_A0A223UAG3
SRR35809155_ctg370	cds	644552	645358	+	EIDGLC_00656	260.0	3.5e-85	0.993	0.996	0.545	UniRef:UniRef50_A0A653WII1
SRR35809155_ctg370	cds	645358	645726	+	EIDGLC_00657	173.0	2.6e-55	0.918	0.848	0.732	UniRef:UniRef50_A0A1V1UYQ3
SRR35809155_ctg370	cds	645716	646504	-	EIDGLC_00658	387.0	2.2e-135	0.920	0.864	0.797	UniRef:UniRef50_A0A7W9E675
SRR35809155_ctg370	cds	646543	647595	-	EIDGLC_00659	388.0	6.5e-133	1.003	0.986	0.584	UniRef:UniRef50_R0EPJ3
SRR35809155_ctg370	cds	647707	649335	-	EIDGLC_00660	-	-	-	-	-	-
SRR35809155_ctg370	cds	649576	649938	+	EIDGLC_00661	170.0	3.4e-54	0.883	0.835	0.708	UniRef:UniRef50_A0A0N0K4B5
SRR35809155_ctg370	cds	649978	651612	-	EIDGLC_00662	-	-	-	-	-	-
SRR35809155_ctg370	cds	651609	651983	-	EIDGLC_00663	138.0	3.4e-41	1.0	0.899	0.629	UniRef:UniRef50_A0A7Z8Y6C3
SRR35809155_ctg370	tRNA	652145	652221	-	EIDGLC_00664	88.6	-	-	-	-	-
SRR35809155_ctg370	cds	652489	652866	+	EIDGLC_00665	193.0	5.5e-63	1.0	0.856	0.768	UniRef:UniRef50_A0A0B4WYQ2
SRR35809155_ctg370	cds	652857	653513	+	EIDGLC_00666	266.0	1.5e-89	0.821	0.895	0.726	UniRef:UniRef50_A1TLL7
SRR35809155_ctg370	cds	653510	654151	+	EIDGLC_00667	232.0	3.1e-75	0.944	0.804	0.547	UniRef:UniRef50_P29917
SRR35809155_ctg370	cds	654151	655410	+	EIDGLC_00668	565.0	4.4e-201	0.928	0.963	0.676	UniRef:UniRef50_A0A2D8B206
SRR35809155_ctg370	cds	655410	655784	+	EIDGLC_00669	-	-	-	-	-	-
SRR35809155_ctg370	cds	655781	656182	+	EIDGLC_00670	250.0	1.9e-85	0.985	0.985	0.954	UniRef:UniRef50_D9QHZ1
SRR35809155_ctg370	cds	656179	656367	+	EIDGLC_00671	100.0	3.7e-28	1.0	1.0	0.742	UniRef:UniRef50_A0A7W9A282
SRR35809155_ctg370	cds	656367	657029	+	EIDGLC_00672	247.0	9.3e-81	1.009	0.822	0.599	UniRef:UniRef50_A0A4Y9RCM2
SRR35809155_ctg370	cds	657026	657292	+	EIDGLC_00673	108.0	1.1e-30	1.0	0.957	0.636	UniRef:UniRef50_A0A2W4TGR0
SRR35809155_ctg370	cds	657296	658609	+	EIDGLC_00674	627.0	2.3e-223	0.957	0.812	0.713	UniRef:UniRef50_P56912
SRR35809155_ctg370	cds	658612	659091	+	EIDGLC_00675	200.0	7.9e-65	0.937	0.887	0.671	UniRef:UniRef50_A0A0Q5VE09
SRR35809155_ctg370	cds	659091	659546	+	EIDGLC_00676	147.0	4.1e-44	1.060	1.0	0.513	UniRef:UniRef50_G2I0K1
SRR35809155_ctg370	cds	659583	661628	+	EIDGLC_00677	796.0	8.7e-283	1.006	0.959	0.622	UniRef:UniRef50_A0A9E3ICI2
SRR35809155_ctg370	cds	661632	662828	+	EIDGLC_00678	367.0	3.2e-123	0.912	0.890	0.529	UniRef:UniRef50_Q8UFX0
SRR35809155_ctg370	cds	662825	663055	+	EIDGLC_00679	-	-	-	-	-	-
SRR35809155_ctg370	cds	663055	663270	+	EIDGLC_00680	72.4	6.8e-17	1.0	0.973	0.606	UniRef:UniRef50_A0A514C0L4
SRR35809155_ctg370	cds	663270	663761	+	EIDGLC_00681	180.0	2.4e-56	1.006	0.800	0.659	UniRef:UniRef50_A1USX5
SRR35809155_ctg370	cds	663752	664225	-	EIDGLC_00682	133.0	1.1e-38	0.873	0.907	0.511	UniRef:UniRef50_A0A2E0Z045
SRR35809155_ctg370	cds	664222	665037	-	EIDGLC_00683	278.0	2.5e-92	0.989	0.982	0.500	UniRef:UniRef50_A0A2V6AF12
SRR35809155_ctg370	cds	665274	665903	+	EIDGLC_00684	208.0	3.4e-66	0.976	0.891	0.574	UniRef:UniRef50_A0A1M3NPF2
SRR35809155_ctg370	cds	665903	666211	+	EIDGLC_00685	105.0	7.2e-29	0.980	0.917	0.560	UniRef:UniRef50_A0A2P1P8F6
SRR35809155_ctg370	cds	666214	668301	+	EIDGLC_00686	887.0	8.1e-318	1.098	1.003	0.625	UniRef:UniRef50_A0A918UWH1
SRR35809155_ctg370	cds	668304	669905	+	EIDGLC_00687	803.0	3.5e-290	1.144	1.065	0.733	UniRef:UniRef50_P29925
SRR35809155_ctg370	cds	669913	671358	+	EIDGLC_00688	518.0	5.8e-180	0.981	0.950	0.602	UniRef:UniRef50_B0SZ35
SRR35809155_ctg370	cds	671365	672114	+	EIDGLC_00689	295.0	7.5e-99	0.928	0.805	0.649	UniRef:UniRef50_A0A1V1UWC1
SRR35809155_ctg370	cds	672114	672893	+	EIDGLC_00690	372.0	3.6e-129	0.988	0.911	0.699	UniRef:UniRef50_B4RC03
SRR35809155_ctg370	cds	672890	674566	+	EIDGLC_00691	576.0	2.0e-200	0.996	0.981	0.538	UniRef:UniRef50_A0A062U7Z4
SRR35809155_ctg370	cds	674640	675380	+	EIDGLC_00692	279.0	2.2e-93	0.947	0.936	0.631	UniRef:UniRef50_Q9X5E9
SRR35809155_ctg370	cds	675416	675973	+	EIDGLC_00693	199.0	3.1e-63	1.0	0.889	0.573	UniRef:UniRef50_A8F0R2
SRR35809155_ctg370	cds	676003	676767	+	EIDGLC_00694	348.0	2.8e-120	0.937	0.912	0.718	UniRef:UniRef50_Q9A707
SRR35809155_ctg370	cds	676767	677582	+	EIDGLC_00695	359.0	5.6e-124	0.978	0.950	0.706	UniRef:UniRef50_A0A3C0W7P6
SRR35809155_ctg370	cds	677579	678775	+	EIDGLC_00696	408.0	2.8e-139	0.980	0.958	0.574	UniRef:UniRef50_A0A350YHQ3
SRR35809155_ctg370	cds	678799	680016	+	EIDGLC_00697	547.0	4.8e-194	0.998	0.981	0.686	UniRef:UniRef50_A0A2Z3HTL7
SRR35809155_ctg370	cds	680013	682472	+	EIDGLC_00698	1162.0	0.0	0.960	0.901	0.720	UniRef:UniRef50_D9QKY6
SRR35809155_ctg370	cds	682507	683088	+	EIDGLC_00699	-	-	-	-	-	-
SRR35809155_ctg370	cds	683096	684100	+	EIDGLC_00700	198.0	6.1e-59	0.997	0.960	0.550	UniRef:UniRef50_Q9A713
SRR35809155_ctg370	cds	684125	684592	+	EIDGLC_00701	160.0	1.8e-49	0.903	0.927	0.550	UniRef:UniRef50_Q0APV4
SRR35809155_ctg370	cds	684589	685377	+	EIDGLC_00702	328.0	2.8e-112	1.015	0.993	0.816	UniRef:UniRef50_A0A4P8Q9Y3
SRR35809155_ctg370	cds	685374	686216	+	EIDGLC_00703	441.0	1.4e-155	0.989	0.888	0.819	UniRef:UniRef50_Q9A716
SRR35809155_ctg370	cds	686213	687379	+	EIDGLC_00704	400.0	2.1e-136	1.0	0.953	0.601	UniRef:UniRef50_D9QKY0
SRR35809155_ctg370	cds	687376	688446	-	EIDGLC_00705	384.0	2.9e-130	0.989	0.844	0.599	UniRef:UniRef50_A0A0Q7T514
SRR35809155_ctg370	cds	688602	689903	-	EIDGLC_00706	536.0	6.2e-189	0.961	0.952	0.639	UniRef:UniRef50_A0A833FZ49
SRR35809155_ctg370	cds	689969	691288	-	EIDGLC_00707	635.0	1.4e-228	0.850	0.995	0.842	UniRef:UniRef50_A0A519P1S1
SRR35809155_ctg370	cds	691404	693572	+	EIDGLC_00708	694.0	1.8e-241	0.979	0.918	0.547	UniRef:UniRef50_A0A258FFH7
SRR35809155_ctg370	cds	693553	694245	-	EIDGLC_00709	278.0	1.7e-92	1.043	0.836	0.638	UniRef:UniRef50_Q2YRR1
SRR35809155_ctg370	cds	694467	694907	+	EIDGLC_00710	-	-	-	-	-	-
SRR35809155_ctg370	cds	694904	695695	-	EIDGLC_00711	370.0	7.7e-129	1.015	0.996	0.757	UniRef:UniRef50_A0A172Y453
SRR35809155_ctg370	cds	695692	696729	-	EIDGLC_00712	542.0	1.9e-193	1.003	0.915	0.844	UniRef:UniRef50_Q9A728
SRR35809155_ctg370	cds	696729	697319	-	EIDGLC_00713	243.0	3.3e-80	0.995	0.812	0.585	UniRef:UniRef50_Q163Y1
SRR35809155_ctg370	cds	697424	697606	+	EIDGLC_00714	59.3	5.8e-12	1.0	0.882	0.567	UniRef:UniRef50_A0A0Q7T565
SRR35809155_ctg370	cds	697603	699117	-	EIDGLC_00715	723.0	3.4e-260	0.966	0.938	0.778	UniRef:UniRef50_A0A6B3UFG3
SRR35809155_ctg370	cds	699114	701048	-	EIDGLC_00716	785.0	3.7e-280	0.988	0.967	0.675	UniRef:UniRef50_A0A0Q5VJ13
SRR35809155_ctg370	cds	701226	701975	+	EIDGLC_00717	307.0	4.3e-104	1.0	0.919	0.655	UniRef:UniRef50_Q9A733
SRR35809155_ctg370	cds	702063	702479	+	EIDGLC_00718	116.0	1.7e-32	1.007	1.015	0.612	UniRef:UniRef50_A0A922W513
SRR35809155_ctg370	cds	702569	704221	+	EIDGLC_00719	818.0	2.3e-294	1.0	0.827	0.731	UniRef:UniRef50_Q8UEY5
SRR35809155_ctg370	cds	704428	705327	-	EIDGLC_00720	296.0	1.6e-97	0.987	0.829	0.519	UniRef:UniRef50_W3RJJ4
SRR35809155_ctg370	cds	705443	705628	+	EIDGLC_00721	-	-	-	-	-	-
SRR35809155_ctg370	cds	705641	707428	+	EIDGLC_00722	989.0	0.0	0.990	0.846	0.818	UniRef:UniRef50_A0A7W8MFA0
SRR35809155_ctg370	cds	707591	707788	+	EIDGLC_00723	-	-	-	-	-	-
SRR35809155_ctg370	cds	707880	709247	+	EIDGLC_00724	452.0	1.2e-154	1.048	1.006	0.577	UniRef:UniRef50_A0A519HIF2
SRR35809155_ctg370	cds	709395	710222	+	EIDGLC_00725	-	-	-	-	-	-
SRR35809155_ctg370	cds	710495	713761	+	EIDGLC_00726	1275.0	0.0	1.003	0.915	0.598	UniRef:UniRef50_A0A168MZN8
SRR35809155_ctg370	cds	713882	714757	-	EIDGLC_00727	-	-	-	-	-	-
SRR35809155_ctg370	cds	715039	715977	+	EIDGLC_00728	-	-	-	-	-	-
SRR35809155_ctg370	cds	715994	716521	-	EIDGLC_00729	-	-	-	-	-	-
SRR35809155_ctg370	cds	716875	719013	+	EIDGLC_00730	-	-	-	-	-	-
SRR35809155_ctg370	cds	719148	721991	+	EIDGLC_00731	959.0	0.0	0.957	0.892	0.555	UniRef:UniRef50_A0A091BYR4
SRR35809155_ctg370	cds	722215	723657	-	EIDGLC_00732	601.0	6.8e-213	0.935	0.920	0.708	UniRef:UniRef50_D9QNL6
SRR35809155_ctg370	cds	723794	723904	+	EIDGLC_00733	-	-	-	-	-	-
SRR35809155_ctg370	cds	723993	725234	-	EIDGLC_00734	424.0	9.1e-145	0.932	0.875	0.574	UniRef:UniRef50_A0A2Z4UI56
SRR35809155_ctg370	cds	725318	725833	-	EIDGLC_00735	271.0	1.2e-92	0.959	0.927	0.780	UniRef:UniRef50_A0A2D2AZD9
SRR35809155_ctg370	cds	725823	726644	-	EIDGLC_00736	252.0	4.2e-81	0.971	0.810	0.513	UniRef:UniRef50_A0A0Q7SVD0
SRR35809155_ctg370	cds	726644	727981	-	EIDGLC_00737	589.0	2.1e-208	0.984	0.857	0.662	UniRef:UniRef50_A0A1H4NVH2
SRR35809155_ctg370	cds	728109	729128	+	EIDGLC_00738	328.0	1.4e-109	0.876	0.807	0.525	UniRef:UniRef50_A0A517Z6M7
SRR35809155_ctg370	cds	729139	729537	+	EIDGLC_00739	162.0	2.8e-50	0.977	0.838	0.589	UniRef:UniRef50_D9QH68
SRR35809155_ctg370	cds	729598	730167	+	EIDGLC_00740	184.0	9.8e-58	0.947	0.918	0.547	UniRef:UniRef50_A0A4Q3TQY8
SRR35809155_ctg370	cds	730160	730888	+	EIDGLC_00741	-	-	-	-	-	-
SRR35809155_ctg370	cds	730939	731520	-	EIDGLC_00742	235.0	1.3e-77	0.990	0.941	0.607	UniRef:UniRef50_A0A354EWR5
SRR35809155_ctg370	cds	731529	731732	-	EIDGLC_00743	67.0	7.8e-15	0.896	0.822	0.583	UniRef:UniRef50_A0A2X1BAC0
SRR35809155_ctg370	cds	731777	731923	-	EIDGLC_00744	-	-	-	-	-	-
SRR35809155_ctg370	cds	731923	732177	-	EIDGLC_00745	-	-	-	-	-	-
SRR35809155_ctg370	cds	732296	733054	-	EIDGLC_00746	-	-	-	-	-	-
SRR35809155_ctg370	cds	733051	733374	-	EIDGLC_00747	-	-	-	-	-	-
SRR35809155_ctg370	cds	733523	735622	-	EIDGLC_00748	758.0	2.7e-267	0.981	0.931	0.558	UniRef:UniRef50_A0A292ZCB2
SRR35809155_ctg370	cds	735729	736286	-	EIDGLC_00749	203.0	1.1e-64	0.978	0.808	0.564	UniRef:UniRef50_Q0BR48
SRR35809155_ctg370	cds	736447	736581	+	EIDGLC_00750	-	-	-	-	-	-
SRR35809155_ctg370	cds	736599	737186	+	EIDGLC_00751	177.0	8.1e-55	0.903	0.871	0.545	UniRef:UniRef50_B4RH84
SRR35809155_ctg370	cds	737241	738395	+	EIDGLC_00752	410.0	2.8e-140	0.969	0.894	0.591	UniRef:UniRef50_A0A0Q7CQU9
SRR35809155_ctg370	cds	738512	738748	+	EIDGLC_00753	-	-	-	-	-	-
SRR35809155_ctg370	cds	738823	739488	+	EIDGLC_00754	248.0	2.7e-81	0.950	0.833	0.638	UniRef:UniRef50_A0A086PEZ7
SRR35809155_ctg370	cds	739510	740337	-	EIDGLC_00755	292.0	7.2e-97	0.949	0.811	0.590	UniRef:UniRef50_A0A399E885
SRR35809155_ctg370	cds	740330	743077	-	EIDGLC_00756	1055.0	0.0	0.987	0.934	0.599	UniRef:UniRef50_E8U8H5
SRR35809155_ctg370	cds	743079	743279	-	EIDGLC_00757	-	-	-	-	-	-
SRR35809155_ctg370	cds	743431	744345	+	EIDGLC_00758	343.0	1.9e-116	0.908	0.812	0.623	UniRef:UniRef50_A0A358IZW0
SRR35809155_ctg370	cds	744342	745286	+	EIDGLC_00759	261.0	1.3e-83	0.965	0.808	0.508	UniRef:UniRef50_A0A1I6QKD4
SRR35809155_ctg370	cds	745283	745471	-	EIDGLC_00760	-	-	-	-	-	-
SRR35809155_ctg370	cds	745530	745757	-	EIDGLC_00761	-	-	-	-	-	-
SRR35809155_ctg370	cds	745835	746683	-	EIDGLC_00762	-	-	-	-	-	-
SRR35809155_ctg370	cds	746854	747750	+	EIDGLC_00763	421.0	2.3e-147	0.970	0.929	0.734	UniRef:UniRef50_A0A2U3I0V2
SRR35809155_ctg370	cds	747898	750306	-	EIDGLC_00764	735.0	2.9e-255	1.022	0.992	0.501	UniRef:UniRef50_A0A1B3MYT2
SRR35809155_ctg370	cds	750548	750724	+	EIDGLC_00765	-	-	-	-	-	-
SRR35809155_ctg370	cds	750721	750975	+	EIDGLC_00766	73.6	6.8e-17	0.917	0.819	0.506	UniRef:UniRef50_A0A172Y9F5
SRR35809155_ctg370	cds	751186	752073	+	EIDGLC_00767	341.0	8.8e-116	0.993	0.907	0.584	UniRef:UniRef50_A0A4V1CGN6
SRR35809155_ctg370	tRNA	752107	752196	-	EIDGLC_00768	90.1	-	-	-	-	-
SRR35809155_ctg370	cds	752293	753117	+	EIDGLC_00769	295.0	1.9e-98	1.015	0.936	0.615	UniRef:UniRef50_A0A258FR07
SRR35809155_ctg370	cds	753155	753781	+	EIDGLC_00770	244.0	1.3e-80	0.971	0.878	0.629	UniRef:UniRef50_Q9RQJ9
SRR35809155_ctg370	cds	753778	754755	+	EIDGLC_00771	479.0	2.3e-169	0.988	0.907	0.766	UniRef:UniRef50_R0EPN2
SRR35809155_ctg370	cds	754755	755543	+	EIDGLC_00772	432.0	6.8e-153	0.989	0.928	0.811	UniRef:UniRef50_V4NR50
SRR35809155_ctg370	cds	755540	756367	+	EIDGLC_00773	356.0	1.2e-122	0.956	0.929	0.643	UniRef:UniRef50_A0A1V1PSC3
SRR35809155_ctg370	cds	756364	757437	+	EIDGLC_00774	415.0	7.9e-143	1.045	0.919	0.544	UniRef:UniRef50_A0A0M2LKZ8
SRR35809155_ctg370	cds	757434	757763	-	EIDGLC_00775	122.0	3.2e-35	1.009	0.873	0.618	UniRef:UniRef50_A0A7S9GV73
SRR35809155_ctg370	cds	757760	758764	-	EIDGLC_00776	447.0	8.0e-157	1.003	0.988	0.678	UniRef:UniRef50_B4RB42
SRR35809155_ctg370	cds	759149	760288	+	EIDGLC_00777	650.0	2.8e-234	0.992	0.810	0.854	UniRef:UniRef50_A0A2X4UA79
SRR35809155_ctg370	cds	760285	760602	+	EIDGLC_00778	-	-	-	-	-	-
SRR35809155_ctg370	cds	760648	761361	+	EIDGLC_00779	281.0	1.8e-94	0.987	0.951	0.650	UniRef:UniRef50_A0A0Q7E3M4
SRR35809155_ctg370	cds	761400	762449	+	EIDGLC_00780	584.0	1.6e-209	0.997	0.837	0.816	UniRef:UniRef50_A0A519IZ11
SRR35809155_ctg370	cds	762521	763294	+	EIDGLC_00781	207.0	7.5e-65	0.852	0.836	0.525	UniRef:UniRef50_A0A1B1AF67
SRR35809155_ctg370	cds	763360	764118	+	EIDGLC_00782	322.0	8.4e-110	0.996	0.923	0.657	UniRef:UniRef50_A0A0Q5V4U4
SRR35809155_ctg370	cds	764198	765103	+	EIDGLC_00783	293.0	1.8e-96	0.970	0.825	0.555	UniRef:UniRef50_A0A2S2CLC5
SRR35809155_ctg370	cds	765147	766505	+	EIDGLC_00784	486.0	1.0e-167	0.942	0.826	0.603	UniRef:UniRef50_Q28R12
SRR35809155_ctg370	cds	766745	767140	+	EIDGLC_00785	165.0	1.0e-51	1.015	0.957	0.579	UniRef:UniRef50_A0A839ZYE7
SRR35809155_ctg370	cds	767248	768531	+	EIDGLC_00786	577.0	7.6e-205	1.019	0.954	0.664	UniRef:UniRef50_Q8YGG7
SRR35809155_ctg370	cds	768539	768997	+	EIDGLC_00787	181.0	2.5e-57	0.961	0.864	0.568	UniRef:UniRef50_Q89K77
SRR35809155_ctg370	cds	768997	769629	+	EIDGLC_00788	276.0	1.6e-92	1.210	0.958	0.618	UniRef:UniRef50_V4QG62
SRR35809155_ctg370	cds	769681	770271	+	EIDGLC_00789	215.0	4.7e-69	0.990	0.826	0.557	UniRef:UniRef50_Q9REF5
SRR35809155_ctg370	cds	770271	771404	+	EIDGLC_00790	457.0	1.6e-158	0.960	0.803	0.655	UniRef:UniRef50_A0A2S5P4H8
SRR35809155_ctg370	cds	771503	771862	+	EIDGLC_00791	-	-	-	-	-	-
SRR35809155_ctg370	cds	771859	772389	+	EIDGLC_00792	184.0	4.3e-58	0.972	0.929	0.591	UniRef:UniRef50_Q9A8J3
SRR35809155_ctg370	cds	772397	773386	+	EIDGLC_00793	309.0	3.0e-102	1.0	0.906	0.544	UniRef:UniRef50_A0A2Z3HQ78
SRR35809155_ctg370	cds	773424	773849	+	EIDGLC_00794	169.0	7.1e-53	0.979	0.902	0.652	UniRef:UniRef50_A0A0N0K3B1
SRR35809155_ctg370	cds	774027	776174	+	EIDGLC_00795	1112.0	0.0	1.105	1.003	0.819	UniRef:UniRef50_A0A1Y6BDI3
SRR35809155_ctg370	cds	776280	776756	-	EIDGLC_00796	256.0	8.1e-87	1.038	0.994	0.817	UniRef:UniRef50_A0A4Q3VLA5
SRR35809155_ctg370	cds	776840	777373	+	EIDGLC_00797	199.0	8.5e-64	0.989	0.931	0.606	UniRef:UniRef50_D9QHN9
SRR35809155_ctg370	cds	777370	777882	+	EIDGLC_00798	211.0	1.7e-68	0.976	0.892	0.657	UniRef:UniRef50_A0A2S8WBA0
SRR35809155_ctg370	cds	777976	779055	+	EIDGLC_00799	367.0	2.2e-124	0.986	0.957	0.568	UniRef:UniRef50_B4RB20
SRR35809155_ctg370	cds	779052	780029	+	EIDGLC_00800	482.0	3.5e-170	0.997	0.876	0.753	UniRef:UniRef50_Q8UG62
SRR35809155_ctg370	cds	780105	780413	+	EIDGLC_00801	182.0	2.0e-59	0.941	0.850	0.969	UniRef:UniRef50_E8RSU4
SRR35809155_ctg370	cds	780419	780844	+	EIDGLC_00802	-	-	-	-	-	-
SRR35809155_ctg370	tRNA	780898	780974	+	EIDGLC_00803	77.1	-	-	-	-	-
SRR35809155_ctg370	cds	781040	781240	-	EIDGLC_00804	109.0	9.5e-32	0.985	0.867	0.738	UniRef:UniRef50_A0A0Q7TFQ6
SRR35809155_ctg370	cds	781243	781494	-	EIDGLC_00805	-	-	-	-	-	-
SRR35809155_ctg370	cds	781629	782696	+	EIDGLC_00806	510.0	7.4e-181	1.054	0.997	0.703	UniRef:UniRef50_Q9A8H9
SRR35809155_ctg370	cds	782665	784134	-	EIDGLC_00807	498.0	3.6e-172	0.984	0.996	0.526	UniRef:UniRef50_E8RSK0
SRR35809155_ctg370	cds	784153	785319	-	EIDGLC_00808	623.0	1.4e-223	0.997	0.845	0.819	UniRef:UniRef50_A0A840YGJ8
SRR35809155_ctg370	cds	785518	785886	+	EIDGLC_00809	160.0	4.5e-50	0.984	0.811	0.650	UniRef:UniRef50_A0A2S6TDE4
SRR35809155_ctg370	cds	785893	787257	+	EIDGLC_00810	481.0	1.9e-166	1.013	0.987	0.559	UniRef:UniRef50_Q9A5I5
SRR35809155_ctg370	cds	787264	787449	-	EIDGLC_00811	73.6	1.4e-17	1.098	1.0	0.627	UniRef:UniRef50_A0A975G2A2
SRR35809155_ctg370	cds	788056	788223	-	EIDGLC_00812	80.1	2.3e-20	1.109	1.0	0.721	UniRef:UniRef50_Q6N554
SRR35809155_ctg370	cds	788296	788703	-	EIDGLC_00813	144.0	2.7e-43	0.963	0.872	0.585	UniRef:UniRef50_A0A0C5XD04
SRR35809155_ctg370	cds	788749	789312	+	EIDGLC_00814	196.0	4.0e-62	0.989	0.841	0.573	UniRef:UniRef50_A1SAX6
SRR35809155_ctg370	cds	789309	789887	-	EIDGLC_00815	-	-	-	-	-	-
SRR35809155_ctg370	cds	790013	792796	+	EIDGLC_00816	1037.0	0.0	0.989	1.0	0.598	UniRef:UniRef50_A0A2S6RBB0
SRR35809155_ctg370	cds	792800	793603	+	EIDGLC_00817	444.0	4.9e-157	0.993	0.803	0.849	UniRef:UniRef50_A0A7W6NQ44
SRR35809155_ctg370	cds	793652	794134	+	EIDGLC_00818	186.0	1.4e-58	1.019	0.811	0.595	UniRef:UniRef50_A5FXQ8
SRR35809155_ctg370	cds	794136	794990	+	EIDGLC_00819	348.0	4.2e-119	0.915	0.850	0.677	UniRef:UniRef50_A0A1V1UX28
SRR35809155_ctg370	cds	795014	795916	+	EIDGLC_00820	355.0	9.2e-122	0.850	0.901	0.659	UniRef:UniRef50_D5VKP8
SRR35809155_ctg370	cds	795913	797058	-	EIDGLC_00821	511.0	3.0e-180	0.958	0.877	0.748	UniRef:UniRef50_A0A7W9CI99
SRR35809155_ctg370	cds	797204	797518	+	EIDGLC_00822	125.0	6.0e-37	0.990	0.880	0.563	UniRef:UniRef50_A0A494RIJ9
SRR35809155_ctg370	cds	797598	798473	+	EIDGLC_00823	344.0	2.3e-117	0.938	0.901	0.612	UniRef:UniRef50_A0A220W3L0
SRR35809155_ctg370	cds	798440	799723	-	EIDGLC_00824	553.0	1.4e-195	0.970	0.947	0.652	UniRef:UniRef50_A0A062UMG4
SRR35809155_ctg370	cds	799858	800682	+	EIDGLC_00825	355.0	1.3e-121	1.007	0.829	0.656	UniRef:UniRef50_A0A2D2AZG1
