# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
SRR35809155_ctg370	cds	922413	922673	-	EIDGLC_00967		DUF1467 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q5V604
SRR35809155_ctg370	cds	922673	923098	-	EIDGLC_00968		Lactoylglutathione lyase	SO:0001217, UniRef:UniRef50_A0A3T1CI23
SRR35809155_ctg370	cds	923181	923612	-	EIDGLC_00969		hypothetical protein	PFAM:PF00036.39, PFAM:PF10591.15, PFAM:PF13202.12, PFAM:PF13405.12, PFAM:PF13499.12
SRR35809155_ctg370	cds	923721	924137	-	EIDGLC_00970		hypothetical protein	
SRR35809155_ctg370	cds	924285	924998	+	EIDGLC_00971	ompR	DNA-binding dual transcriptional regulator OmpR	SO:0001217, UniRef:UniRef50_A0A3L0W141
SRR35809155_ctg370	cds	924995	926320	+	EIDGLC_00972		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7Z8Y5Q1
SRR35809155_ctg370	cds	926336	927955	-	EIDGLC_00973		Carboxypeptidase Q	SO:0001217, UniRef:UniRef50_A0A369Q4R7
SRR35809155_ctg370	cds	928134	929075	-	EIDGLC_00974		Elongation factor Ts	SO:0001217, UniRef:UniRef50_A1WX20
SRR35809155_ctg370	cds	929168	930103	-	EIDGLC_00975		hypothetical protein	
SRR35809155_ctg370	cds	930260	931465	-	EIDGLC_00976		Chromate transport protein	SO:0001217, UniRef:UniRef50_P14285
SRR35809155_ctg370	cds	931556	932290	+	EIDGLC_00977		Secreted protein	SO:0001217, UniRef:UniRef50_A0A521NZH6
SRR35809155_ctg370	cds	932287	933147	+	EIDGLC_00978	lysM	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	SO:0001217, UniRef:UniRef50_A0A1I6PZE2
SRR35809155_ctg370	cds	933161	933535	-	EIDGLC_00979		Gamma-glutamylcyclotransferase	SO:0001217, UniRef:UniRef50_A0A7Z7CZH1
SRR35809155_ctg370	cds	933532	934176	-	EIDGLC_00980		hypothetical protein	
SRR35809155_ctg370	cds	934308	936731	-	EIDGLC_00981		Helicase protein	SO:0001217, UniRef:UniRef50_W6RAQ1
SRR35809155_ctg370	cds	936889	938556	+	EIDGLC_00982		Amino acid permease	SO:0001217, UniRef:UniRef50_V4PIH2
SRR35809155_ctg370	tRNA	938651	938735	+	EIDGLC_00983	trnL	tRNA-Leu(tag)	SO:0000264
SRR35809155_ctg370	cds	938906	939286	+	EIDGLC_00984		hypothetical protein	
SRR35809155_ctg370	cds	939352	939981	+	EIDGLC_00985		Radical SAM core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A259CIS6
SRR35809155_ctg370	cds	940143	940928	+	EIDGLC_00986		AB hydrolase-1 domain-containing protein	SO:0001217, UniRef:UniRef50_G2IPR2
SRR35809155_ctg370	cds	940925	941326	-	EIDGLC_00987	sseB	SseB protein N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7S6W4
SRR35809155_ctg370	cds	941336	942580	-	EIDGLC_00988		(Uracil-5)-methyltransferase	SO:0001217, UniRef:UniRef50_B0T7U7
SRR35809155_ctg370	cds	942733	943434	+	EIDGLC_00989		hypothetical protein	
SRR35809155_ctg370	cds	943577	944305	-	EIDGLC_00990	tlyA	16S/23S rRNA (Cytidine-2'-O)-methyltransferase TlyA	SO:0001217, UniRef:UniRef50_A0A653LFE0
SRR35809155_ctg370	cds	944302	947034	-	EIDGLC_00991		Valine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A800A5I7
SRR35809155_ctg370	cds	947121	947735	-	EIDGLC_00992		hypothetical protein	
SRR35809155_ctg370	cds	947876	949417	-	EIDGLC_00993	tolC	Type I secretion protein TolC	SO:0001217, UniRef:UniRef50_A0A172Y5I1
SRR35809155_ctg370	cds	949548	950177	-	EIDGLC_00994		Protein-L-isoaspartate O-methyltransferase	SO:0001217, UniRef:UniRef50_A0A1R4G4D0
SRR35809155_ctg370	tRNA	950331	950404	+	EIDGLC_00995	trnC	tRNA-Cys(gca)	SO:0000258
SRR35809155_ctg370	cds	950424	950543	-	EIDGLC_00996		hypothetical protein	
SRR35809155_ctg370	cds	950634	951437	-	EIDGLC_00997	rlmB	23S rRNA (Guanosine-2'-O-)-methyltransferase RlmB	SO:0001217, UniRef:UniRef50_A0A653LFF9
SRR35809155_ctg370	tRNA	951508	951582	+	EIDGLC_00998	trnN	tRNA-Asn(gtt)	SO:0000257
SRR35809155_ctg370	cds	951722	952471	-	EIDGLC_00999		Bacterial Ig domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7SFI8
SRR35809155_ctg370	cds	952552	953151	+	EIDGLC_01000		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_E8RNN5
SRR35809155_ctg370	cds	953279	953569	+	EIDGLC_01001		Secreted protein	SO:0001217, UniRef:UniRef50_A0A172Y4S5
SRR35809155_ctg370	cds	953643	954977	-	EIDGLC_01002		Glutamate--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A2U2BSX5
SRR35809155_ctg370	cds	955048	955479	-	EIDGLC_01003	dksA	RNA polymerase-binding transcription factor DksA	SO:0001217, UniRef:UniRef50_P0CAU3
SRR35809155_ctg370	cds	955666	956091	-	EIDGLC_01004		hypothetical protein	
SRR35809155_ctg370	cds	956275	957381	+	EIDGLC_01005		Flagellar P-ring protein	SO:0001217, UniRef:UniRef50_Q2RQE9
SRR35809155_ctg370	cds	957384	957695	+	EIDGLC_01006		Rod-binding protein	SO:0001217, UniRef:UniRef50_A0A1S6EWD1
SRR35809155_ctg370	cds	957692	958135	+	EIDGLC_01007	flbY	Flagellar basal-body protein FlbY	SO:0001217, UniRef:UniRef50_A0A7W8HY47
SRR35809155_ctg370	cds	958119	959699	-	EIDGLC_01008		ATPase components of ABC transporters with duplicated ATPase domains	SO:0001217, UniRef:UniRef50_A0A1H0CKW0
SRR35809155_ctg370	cds	959665	959802	-	EIDGLC_01009		hypothetical protein	
SRR35809155_ctg370	cds	959996	960478	+	EIDGLC_01010		Preprotein translocase	SO:0001217, UniRef:UniRef50_A0A0F2S2K0
SRR35809155_ctg370	cds	960475	960921	-	EIDGLC_01011		hypothetical protein	
SRR35809155_ctg370	cds	961139	964090	+	EIDGLC_01012		UvrABC system protein A	SO:0001217, UniRef:UniRef50_A0A975FZW3
SRR35809155_ctg370	cds	964104	965027	-	EIDGLC_01013		Glycerophosphoryl diester phosphodiesterase membrane domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7RR25
SRR35809155_ctg370	cds	965203	966600	+	EIDGLC_01014		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	SO:0001217, UniRef:UniRef50_Q1GGU2
SRR35809155_ctg370	cds	966600	966797	+	EIDGLC_01015		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A9E2HMR9
SRR35809155_ctg370	cds	966797	967702	+	EIDGLC_01016		ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_D9QJ75
SRR35809155_ctg370	cds	967725	968339	+	EIDGLC_01017		DUF1353 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S6EW72
SRR35809155_ctg370	cds	968310	968945	-	EIDGLC_01018		Phytoene synthase	SO:0001217, UniRef:UniRef50_A0A7W9A5Y2
SRR35809155_ctg370	cds	968938	969555	-	EIDGLC_01019		Urate oxidase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q9A6U5
SRR35809155_ctg370	cds	969679	970665	-	EIDGLC_01020	secF	Protein-export membrane protein SecF	SO:0001217, UniRef:UniRef50_B0T1P5
SRR35809155_ctg370	cds	970671	972269	-	EIDGLC_01021	secD	Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_A0A519HNJ4
SRR35809155_ctg370	cds	972300	972605	-	EIDGLC_01022		hypothetical protein	
SRR35809155_ctg370	cds	972734	973864	-	EIDGLC_01023	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7EIV0
SRR35809155_ctg370	cds	973981	974625	-	EIDGLC_01024		Protein-L-isoaspartate O-methyltransferase	SO:0001217, UniRef:UniRef50_Q1GFP1
SRR35809155_ctg370	cds	974622	975452	-	EIDGLC_01025	surE	5'-nucleotidase SurE	SO:0001217, UniRef:UniRef50_A0A258FNC2
SRR35809155_ctg370	cds	975463	975846	-	EIDGLC_01026		hypothetical protein	
SRR35809155_ctg370	cds	975851	977383	-	EIDGLC_01027		Serine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A4P5UFH5
SRR35809155_ctg370	cds	978117	978905	-	EIDGLC_01028		Thiazole synthase	SO:0001217, UniRef:UniRef50_B5YJ73
SRR35809155_ctg370	cds	979025	980578	+	EIDGLC_01029		MFS transporter	SO:0001217, UniRef:UniRef50_V4PGX3
SRR35809155_ctg370	cds	980581	980781	-	EIDGLC_01030	thiS	Thiamine biosynthesis protein ThiS	SO:0001217, UniRef:UniRef50_V4NRD6
SRR35809155_ctg370	cds	980867	982135	-	EIDGLC_01031		RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A7W0YYF1
SRR35809155_ctg370	cds	982200	982556	-	EIDGLC_01032		YCII-related domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W6ZPH3
SRR35809155_ctg370	cds	982808	983296	+	EIDGLC_01033		3-dehydroquinate dehydratase	SO:0001217, UniRef:UniRef50_Q9A744
SRR35809155_ctg370	cds	983302	983814	+	EIDGLC_01034		Biotin carboxyl carrier protein of acetyl-CoA carboxylase	SO:0001217, UniRef:UniRef50_A0A965MD45
SRR35809155_ctg370	cds	983819	985171	+	EIDGLC_01035		Biotin carboxylase	SO:0001217, UniRef:UniRef50_B2ILL9
SRR35809155_ctg370	cds	985179	985874	+	EIDGLC_01036		Leucyl/phenylalanyl-tRNA--protein transferase	SO:0001217, UniRef:UniRef50_E0THW2
SRR35809155_ctg370	cds	985841	986494	-	EIDGLC_01037		DUF2155 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7EB98
SRR35809155_ctg370	cds	986491	986883	-	EIDGLC_01038		hypothetical protein	
SRR35809155_ctg370	cds	987091	989496	+	EIDGLC_01039		hypothetical protein	
SRR35809155_ctg370	cds	989560	990051	+	EIDGLC_01040		hypothetical protein	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	cds	990115	991041	+	EIDGLC_01041		hypothetical protein	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	cds	991103	992935	-	EIDGLC_01042		Aspartate--tRNA(Asp/Asn) ligase	SO:0001217, UniRef:UniRef50_Q8UG87
SRR35809155_ctg370	cds	993403	994086	+	EIDGLC_01043	dnaA	Chromosomal replication initiator DnaA	SO:0001217, UniRef:UniRef50_A0AAQ1EZN2
SRR35809155_ctg370	cds	994078	994368	-	EIDGLC_01044		hypothetical protein	
SRR35809155_ctg370	cds	994496	995146	+	EIDGLC_01045	acrR	AcrR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A839FJN6
SRR35809155_ctg370	cds	995188	996627	-	EIDGLC_01046		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	SO:0001217, UniRef:UniRef50_Q9ZE11
SRR35809155_ctg370	cds	996722	997060	-	EIDGLC_01047		hypothetical protein	
SRR35809155_ctg370	cds	997253	998731	-	EIDGLC_01048		Glutamyl-tRNA(Gln) amidotransferase subunit A	SO:0001217, UniRef:UniRef50_Q9ZE10
SRR35809155_ctg370	cds	998733	999020	-	EIDGLC_01049		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	SO:0001217, UniRef:UniRef50_Q2RPH3
SRR35809155_ctg370	cds	999102	999629	-	EIDGLC_01050		hypothetical protein	
SRR35809155_ctg370	cds	999661	1000167	+	EIDGLC_01051		Putative pre-16S rRNA nuclease	SO:0001217, UniRef:UniRef50_Q2W6Y3
SRR35809155_ctg370	cds	1000167	1001090	+	EIDGLC_01052		AEC family transporter	SO:0001217, UniRef:UniRef50_A0A1G4TBP4
SRR35809155_ctg370	cds	1001114	1002097	+	EIDGLC_01053		Aspartate carbamoyltransferase catalytic subunit	SO:0001217, UniRef:UniRef50_Q01V56
SRR35809155_ctg370	cds	1002094	1003380	+	EIDGLC_01054		Dihydroorotase	SO:0001217, UniRef:UniRef50_A0A941N8B3
SRR35809155_ctg370	cds	1003396	1004034	+	EIDGLC_01055		Glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_Q9A5K1
SRR35809155_ctg370	cds	1004031	1005125	+	EIDGLC_01056	dprA	DprA winged helix domain-containing protein	SO:0001217, UniRef:UniRef50_V4PAK1
SRR35809155_ctg370	cds	1005122	1005361	-	EIDGLC_01057		hypothetical protein	
SRR35809155_ctg370	cds	1005524	1008163	+	EIDGLC_01058		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_A0A420WL85
SRR35809155_ctg370	cds	1008171	1008590	-	EIDGLC_01059		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Z8Y6Q2
SRR35809155_ctg370	cds	1008595	1009434	-	EIDGLC_01060	mipZ	MipZ	SO:0001217, UniRef:UniRef50_Q9A6C9
SRR35809155_ctg370	cds	1009545	1010216	-	EIDGLC_01061		SPOR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7DQI5
SRR35809155_ctg370	cds	1010292	1011164	+	EIDGLC_01062		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_A0A160HYX6
SRR35809155_ctg370	cds	1011161	1012855	-	EIDGLC_01063		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_A0A160HX44
SRR35809155_ctg370	cds	1012916	1013194	-	EIDGLC_01064		hypothetical protein	
SRR35809155_ctg370	cds	1013185	1013508	-	EIDGLC_01065		Hemolysin	SO:0001217, UniRef:UniRef50_A0A539DEH8
SRR35809155_ctg370	cds	1013530	1013718	-	EIDGLC_01066		Peptidase inhibitor I78 family	SO:0001217, UniRef:UniRef50_V4Q2J0
SRR35809155_ctg370	cds	1013841	1014302	-	EIDGLC_01067		DNA polymerase III subunit chi	SO:0001217, UniRef:UniRef50_A0A7Z8Y5N4
SRR35809155_ctg370	cds	1014326	1015801	-	EIDGLC_01068		putative cytosol aminopeptidase	SO:0001217, UniRef:UniRef50_A0A2V4MRD3
SRR35809155_ctg370	cds	1015893	1017071	+	EIDGLC_01069		Permease YjgP/YjgQ family protein	SO:0001217, UniRef:UniRef50_A0A8E0KH05
SRR35809155_ctg370	cds	1017068	1018195	+	EIDGLC_01070	lptG	LPS export ABC transporter permease LptG	SO:0001217, UniRef:UniRef50_A0A7Z9C6L1
SRR35809155_ctg370	cds	1018238	1020667	+	EIDGLC_01071	lptD	LPS-assembly protein LptD	SO:0001217, UniRef:UniRef50_A0A0Q7QWL4
SRR35809155_ctg370	cds	1020766	1022103	+	EIDGLC_01072		Parvulin-like PPIase	SO:0001217, UniRef:UniRef50_A0A937JCY7
SRR35809155_ctg370	cds	1022103	1023104	+	EIDGLC_01073		4-hydroxythreonine-4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_E8RT47
SRR35809155_ctg370	cds	1023114	1023923	+	EIDGLC_01074		Ribosomal RNA small subunit methyltransferase A	SO:0001217, UniRef:UniRef50_Q5FU61
SRR35809155_ctg370	cds	1024136	1024777	-	EIDGLC_01075		Guanylate kinase	SO:0001217, UniRef:UniRef50_Q9A7N9
SRR35809155_ctg370	cds	1024767	1025651	-	EIDGLC_01076	yicC	YicC family protein	SO:0001217, UniRef:UniRef50_Q9A7P0
SRR35809155_ctg370	cds	1025648	1026817	-	EIDGLC_01077		Endolytic murein transglycosylase	SO:0001217, UniRef:UniRef50_A0A4P1K283
SRR35809155_ctg370	cds	1026818	1028098	-	EIDGLC_01078		3-oxoacyl-[acyl-carrier-protein] synthase 2	SO:0001217, UniRef:UniRef50_P0AAI5
SRR35809155_ctg370	cds	1028207	1028446	-	EIDGLC_01079		Acyl carrier protein	SO:0001217, UniRef:UniRef50_P12784
SRR35809155_ctg370	cds	1028614	1029354	-	EIDGLC_01080		Nodulation protein G	SO:0001217, UniRef:UniRef50_P72332
SRR35809155_ctg370	cds	1029372	1030316	-	EIDGLC_01081		Malonyl CoA-acyl carrier protein transacylase	SO:0001217, UniRef:UniRef50_A0A7Y3RJG3
SRR35809155_ctg370	cds	1030461	1030781	+	EIDGLC_01082	arsR	ArsR family transcriptional regulator	SO:0001217, UniRef:UniRef50_W6S519
SRR35809155_ctg370	cds	1030778	1031242	+	EIDGLC_01083		Activator of Hsp90 ATPase-like ue 1/2-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F7PM95
SRR35809155_ctg370	cds	1031244	1032008	+	EIDGLC_01084		Pyrroline-5-carboxylate reductase catalytic N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R3QIL4
SRR35809155_ctg370	cds	1032062	1032475	+	EIDGLC_01085		hypothetical protein	PFAM:PF04828.22
SRR35809155_ctg370	cds	1032488	1033894	-	EIDGLC_01086		Hydroxyacid dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2U2BUE0
SRR35809155_ctg370	cds	1033950	1034390	+	EIDGLC_01087		Phosphohydrolase	SO:0001217, UniRef:UniRef50_A0A1Q8FKA0
SRR35809155_ctg370	cds	1034433	1034777	+	EIDGLC_01088		Argininosuccinate lyase	SO:0001217, UniRef:UniRef50_A0A0Q5VIQ9
SRR35809155_ctg370	cds	1034918	1035934	+	EIDGLC_01089	qmcA	Protein QmcA	SO:0001217, UniRef:UniRef50_P0AA53
SRR35809155_ctg370	cds	1035938	1036396	+	EIDGLC_01090		hypothetical protein	PFAM:PF01957.25
SRR35809155_ctg370	cds	1036466	1037380	+	EIDGLC_01091	marR	DNA-binding MarR family transcriptional regulator/GNAT superfamily N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A7W7ZRQ5
SRR35809155_ctg370	cds	1037377	1037820	-	EIDGLC_01092		Ribonuclease H	SO:0001217, UniRef:UniRef50_Q0AMI4
SRR35809155_ctg370	cds	1037924	1038142	+	EIDGLC_01093		hypothetical protein	
SRR35809155_ctg370	cds	1038171	1038683	+	EIDGLC_01094		hypothetical protein	
SRR35809155_ctg370	cds	1038680	1039546	+	EIDGLC_01095	tatC	Sec-independent protein translocase protein TatC	SO:0001217, UniRef:UniRef50_A0A3C1NEN1
SRR35809155_ctg370	cds	1039570	1040601	+	EIDGLC_01096		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A0Q7RHM8
SRR35809155_ctg370	cds	1040671	1040949	+	EIDGLC_01097		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0Q7RHN1
SRR35809155_ctg370	cds	1041029	1042435	-	EIDGLC_01098		Glutamine synthetase	SO:0001217, UniRef:UniRef50_P05457
SRR35809155_ctg370	cds	1042507	1042845	-	EIDGLC_01099		Nitrogen regulatory protein P-II	SO:0001217, UniRef:UniRef50_A0A2D4VJR3
SRR35809155_ctg370	cds	1042966	1043793	+	EIDGLC_01100		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	SO:0001217, UniRef:UniRef50_A0A954B4P8
SRR35809155_ctg370	cds	1043861	1044628	+	EIDGLC_01101		UPF0246 protein PHZ_c0561	SO:0001217, UniRef:UniRef50_B4REY7
SRR35809155_ctg370	cds	1044697	1045545	+	EIDGLC_01102		3-hydroxybutyrate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1S9E1R2
SRR35809155_ctg370	cds	1045562	1046611	+	EIDGLC_01103		PNPLA domain-containing protein	SO:0001217, UniRef:UniRef50_Q9A323
SRR35809155_ctg370	cds	1046608	1047501	-	EIDGLC_01104		Threonylcarbamoyl-AMP synthase	SO:0001217, UniRef:UniRef50_Q2RX96
SRR35809155_ctg370	cds	1047522	1048076	-	EIDGLC_01105		Lipid/polyisoprenoid-binding YceI-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7QW06
SRR35809155_ctg370	cds	1048073	1048624	-	EIDGLC_01106		Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V1UVN5
SRR35809155_ctg370	cds	1048743	1050527	+	EIDGLC_01107		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1G4PS59
SRR35809155_ctg370	cds	1050534	1051934	-	EIDGLC_01108		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_A0A7V3U4I9
SRR35809155_ctg370	cds	1051955	1052359	-	EIDGLC_01109		hypothetical protein	PFAM:PF01842.31, PFAM:PF13840.12, PFAM:PF19571.5
SRR35809155_ctg370	cds	1052361	1052840	-	EIDGLC_01110		Glutathione peroxidase	SO:0001217, UniRef:UniRef50_N0E6F0
SRR35809155_ctg370	cds	1052851	1054131	-	EIDGLC_01111		Acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_A0A9D8TYZ6
SRR35809155_ctg370	cds	1054128	1054445	-	EIDGLC_01112		DUF5076 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A160HW18
SRR35809155_ctg370	cds	1054442	1055827	-	EIDGLC_01113		Pyruvate dehydrogenase E1 component subunit beta	SO:0001217, UniRef:UniRef50_U6B3S6
SRR35809155_ctg370	cds	1055830	1056858	-	EIDGLC_01114		Pyruvate dehydrogenase E1 component subunit alpha	SO:0001217, UniRef:UniRef50_Q9R9N5
SRR35809155_ctg370	cds	1056972	1057301	-	EIDGLC_01115		Septum formation initiator	SO:0001217, UniRef:UniRef50_A0A0N1LKA7
SRR35809155_ctg370	cds	1057431	1057907	-	EIDGLC_01116		DUF4440 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AI13
SRR35809155_ctg370	cds	1058010	1059290	-	EIDGLC_01117		Enolase	SO:0001217, UniRef:UniRef50_Q110V4
SRR35809155_ctg370	cds	1059394	1059990	-	EIDGLC_01118		hypothetical protein	
SRR35809155_ctg370	cds	1060098	1060280	-	EIDGLC_01119		hypothetical protein	
SRR35809155_ctg370	cds	1060388	1060915	-	EIDGLC_01120		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_V4PT95
SRR35809155_ctg370	cds	1060920	1061450	-	EIDGLC_01121		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258FPQ9
SRR35809155_ctg370	cds	1061443	1062555	-	EIDGLC_01122		FAD dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_E0TE93
SRR35809155_ctg370	cds	1062552	1063007	-	EIDGLC_01123		Coenzyme Q-binding protein COQ10 START domain-containing protein	SO:0001217, UniRef:UniRef50_Q9A7I7
SRR35809155_ctg370	cds	1063015	1063977	-	EIDGLC_01124		Lipoyl synthase	SO:0001217, UniRef:UniRef50_F2I126
SRR35809155_ctg370	cds	1064147	1065700	+	EIDGLC_01125		Acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase/long-chain-fatty-acid--[acyl-carrier-protein] ligase	SO:0001217, UniRef:UniRef50_A0A7W9CH30
SRR35809155_ctg370	cds	1065762	1066163	+	EIDGLC_01126	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_A0A508T3F9
SRR35809155_ctg370	cds	1066154	1066915	-	EIDGLC_01127	ligB	LigB family dioxygenase	SO:0001217, UniRef:UniRef50_A0A4P1K6R2
SRR35809155_ctg370	cds	1066915	1067517	-	EIDGLC_01128		p-benzoquinone reductase	SO:0001217, UniRef:UniRef50_C1I202
SRR35809155_ctg370	cds	1067618	1068094	-	EIDGLC_01129		Vgr related protein	SO:0001217, UniRef:UniRef50_A0A0N0K2U6
SRR35809155_ctg370	cds	1068091	1068978	-	EIDGLC_01130		Peptidase M15B domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X5YNB5
SRR35809155_ctg370	cds	1069101	1070498	+	EIDGLC_01131		MFS transporter	SO:0001217, UniRef:UniRef50_A0A519QCM3
SRR35809155_ctg370	cds	1070495	1071280	+	EIDGLC_01132		Nucleoside triphosphate pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_A0A6I6E2I9
SRR35809155_ctg370	cds	1071343	1072584	+	EIDGLC_01133		hypothetical protein	
SRR35809155_ctg370	cds	1072592	1074016	-	EIDGLC_01134	hflX	GTPase HflX	SO:0001217, UniRef:UniRef50_V4NMD7
SRR35809155_ctg370	cds	1074084	1074329	-	EIDGLC_01135		RNA-binding protein Hfq	SO:0001217, UniRef:UniRef50_Q0C0N8
SRR35809155_ctg370	cds	1074437	1075300	-	EIDGLC_01136		putative branched-chain-amino-acid aminotransferase	SO:0001217, UniRef:UniRef50_A0A0S3PX10
SRR35809155_ctg370	cds	1075297	1076712	-	EIDGLC_01137		Sigma-54-dependent Fis family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A920EQR8
SRR35809155_ctg370	cds	1076722	1079019	-	EIDGLC_01138		histidine kinase	SO:0001217, UniRef:UniRef50_A0A2G5RHK1
SRR35809155_ctg370	cds	1079016	1080071	-	EIDGLC_01139		tRNA-dihydrouridine synthase	SO:0001217, UniRef:UniRef50_A0A7W9FS45
SRR35809155_ctg370	cds	1080136	1081287	+	EIDGLC_01140		Bifunctional enzyme IspD/IspF	SO:0001217, UniRef:UniRef50_Q2G708
SRR35809155_ctg370	cds	1081284	1083584	-	EIDGLC_01141		Spermidine synthase	SO:0001217, UniRef:UniRef50_A0A1I6Q392
SRR35809155_ctg370	cds	1083657	1084148	+	EIDGLC_01142		Nicotinamide-nucleotide amidohydrolase family protein	SO:0001217, UniRef:UniRef50_A0A848E6Q7
SRR35809155_ctg370	cds	1084145	1084375	+	EIDGLC_01143		tRNA 2-thiouridine synthesizing protein A	SO:0001217, UniRef:UniRef50_A0A7W6JF14
SRR35809155_ctg370	cds	1084338	1085306	-	EIDGLC_01144		Ribonuclease BN	SO:0001217, UniRef:UniRef50_A0A653RX05
SRR35809155_ctg370	cds	1085433	1086788	+	EIDGLC_01145		diguanylate cyclase	SO:0001217, UniRef:UniRef50_A0A937E2V8
SRR35809155_ctg370	cds	1086831	1087427	+	EIDGLC_01146		HTH arsR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7EF66
SRR35809155_ctg370	cds	1087433	1088176	+	EIDGLC_01147		SRPBCC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7EJL2
SRR35809155_ctg370	cds	1088184	1088675	-	EIDGLC_01148		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A9X1SSH1
SRR35809155_ctg370	cds	1088672	1092133	-	EIDGLC_01149		Transcription-repair-coupling factor	SO:0001217, UniRef:UniRef50_A0A679KGF0
SRR35809155_ctg370	cds	1092133	1092453	-	EIDGLC_01150	sdhE	FAD assembly factor SdhE	SO:0001217, UniRef:UniRef50_A0A519J377
SRR35809155_ctg370	cds	1092575	1094662	+	EIDGLC_01151	recG	putative DNA 3'-5' helicase RecG	SO:0001217, UniRef:UniRef50_A0A7L5Z8T4
SRR35809155_ctg370	cds	1094659	1095765	-	EIDGLC_01152		DUF3089 domain-containing protein	SO:0001217, UniRef:UniRef50_D9QHY1
SRR35809155_ctg370	cds	1095762	1096763	-	EIDGLC_01153		ADP-L-glycero-D-manno-heptose-6-epimerase	SO:0001217, UniRef:UniRef50_B4RAY4
SRR35809155_ctg370	cds	1096760	1098214	-	EIDGLC_01154	hldE	Bifunctional protein HldE	SO:0001217, UniRef:UniRef50_Q0C190
