#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
SRR35809155_ctg370	820499	821002	-	EIDGLC_00844	18.7	5.3	PF00011.27|HSP20	PFAM:PF00011.27
SRR35809155_ctg370	825284	825616	-	EIDGLC_00850	11.6	6.8		
SRR35809155_ctg370	831645	831917	-	EIDGLC_00859	9.3	8.6		
SRR35809155_ctg370	848229	848465	-	EIDGLC_00874	8.2	9.2	PF13467.12|RHH_4	PFAM:PF13467.12
SRR35809155_ctg370	851914	852066	-	EIDGLC_00879	5.7	11.3		
SRR35809155_ctg370	852069	852245	-	EIDGLC_00880	6.4	10.3		
SRR35809155_ctg370	852654	853055	+	EIDGLC_00882	14.9	8.2	PF03733.18|YccF	PFAM:PF03733.18
SRR35809155_ctg370	862120	862422	-	EIDGLC_00894	11.2	4.9		
SRR35809155_ctg370	863354	863614	-	EIDGLC_00896	10.2	11.1		SO:0001217, UniRef:UniRef50_A0A1I6S3D1
SRR35809155_ctg370	867107	868540	-	EIDGLC_00903	51.2	5.0		
SRR35809155_ctg370	868608	868940	-	EIDGLC_00904	11.0	6.1		
SRR35809155_ctg370	872706	873284	-	EIDGLC_00908	21.6	10.0		
SRR35809155_ctg370	874096	874593	-	EIDGLC_00910	17.9	5.8	PF01613.24|Flavin_Reduct	PFAM:PF01613.24
SRR35809155_ctg370	878209	878670	+	EIDGLC_00915	16.0	6.1		
SRR35809155_ctg370	880912	881487	-	EIDGLC_00917	21.1	5.7		
SRR35809155_ctg370	885446	885817	+	EIDGLC_00924	12.7	10.8		
SRR35809155_ctg370	893571	894878	-	EIDGLC_00936	46.9	5.6	PF10502.14|Peptidase_S26	PFAM:PF10502.14
SRR35809155_ctg370	902390	902602	+	EIDGLC_00946	7.4	5.9		SO:0001217, UniRef:UniRef50_A0A514C112
SRR35809155_ctg370	916587	916682	-	EIDGLC_00959	3.5	7.8		
SRR35809155_ctg370	920952	922013	-	EIDGLC_00965	37.5	10.6	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
SRR35809155_ctg370	923181	923612	-	EIDGLC_00969	15.9	6.3	PF00036.39|EF-hand_1, PF10591.15|SPARC_Ca_bdg, PF13202.12|EF-hand_5, PF13405.12|EF-hand_6, PF13499.12|EF-hand_7	PFAM:PF00036.39, PFAM:PF10591.15, PFAM:PF13202.12, PFAM:PF13405.12, PFAM:PF13499.12
SRR35809155_ctg370	923721	924137	-	EIDGLC_00970	14.7	11.1		
SRR35809155_ctg370	929168	930103	-	EIDGLC_00975	33.1	4.8		
SRR35809155_ctg370	933532	934176	-	EIDGLC_00980	21.1	9.7		
SRR35809155_ctg370	938906	939286	+	EIDGLC_00984	13.8	5.6		
SRR35809155_ctg370	942733	943434	+	EIDGLC_00989	25.6	8.5		
SRR35809155_ctg370	947121	947735	-	EIDGLC_00992	21.4	4.1		
SRR35809155_ctg370	950424	950543	-	EIDGLC_00996	4.0	12.0		
SRR35809155_ctg370	955666	956091	-	EIDGLC_01004	14.3	8.3		
SRR35809155_ctg370	959665	959802	-	EIDGLC_01009	4.9	11.9		
SRR35809155_ctg370	960475	960921	-	EIDGLC_01011	15.6	6.3		
SRR35809155_ctg370	972300	972605	-	EIDGLC_01022	11.0	10.2		
SRR35809155_ctg370	975463	975846	-	EIDGLC_01026	13.9	5.3		
SRR35809155_ctg370	986491	986883	-	EIDGLC_01038	15.1	8.0		
SRR35809155_ctg370	987091	989496	+	EIDGLC_01039	83.8	4.7		
SRR35809155_ctg370	989560	990051	+	EIDGLC_01040	16.5	9.7	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	990115	991041	+	EIDGLC_01041	31.4	10.3	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	994078	994368	-	EIDGLC_01044	10.6	8.9		
SRR35809155_ctg370	996722	997060	-	EIDGLC_01047	12.1	4.9		
SRR35809155_ctg370	999102	999629	-	EIDGLC_01050	18.2	4.8		
SRR35809155_ctg370	1005122	1005361	-	EIDGLC_01057	8.3	11.1		
SRR35809155_ctg370	1012916	1013194	-	EIDGLC_01064	9.4	8.4		
SRR35809155_ctg370	1032062	1032475	+	EIDGLC_01085	14.8	6.5	PF04828.22|GFA	PFAM:PF04828.22
SRR35809155_ctg370	1035938	1036396	+	EIDGLC_01090	16.3	5.1	PF01957.25|NfeD	PFAM:PF01957.25
SRR35809155_ctg370	1037924	1038142	+	EIDGLC_01093	7.8	6.6		
SRR35809155_ctg370	1038171	1038683	+	EIDGLC_01094	18.0	9.6		
SRR35809155_ctg370	1040671	1040949	+	EIDGLC_01097	9.5	5.0		SO:0001217, UniRef:UniRef50_A0A0Q7RHN1
SRR35809155_ctg370	1051955	1052359	-	EIDGLC_01109	14.2	5.0	PF01842.31|ACT, PF13840.12|ACT_7, PF19571.5|ACT_8	PFAM:PF01842.31, PFAM:PF13840.12, PFAM:PF19571.5
SRR35809155_ctg370	1059394	1059990	-	EIDGLC_01118	20.0	4.9		
SRR35809155_ctg370	1060098	1060280	-	EIDGLC_01119	6.9	10.3		
SRR35809155_ctg370	1071343	1072584	+	EIDGLC_01133	44.9	6.4		
SRR35809155_ctg370	1107110	1109158	-	EIDGLC_01166	71.3	4.7		
SRR35809155_ctg370	1109203	1109409	-	EIDGLC_01167	7.2	12.0		
SRR35809155_ctg370	1109406	1113326	-	EIDGLC_01168	139.6	5.1	PF08291.16|Peptidase_M15_3	PFAM:PF08291.16
SRR35809155_ctg370	1113316	1114959	-	EIDGLC_01169	59.4	5.0		
SRR35809155_ctg370	1114959	1115447	-	EIDGLC_01170	16.4	10.4		
SRR35809155_ctg370	1115447	1117552	-	EIDGLC_01171	74.0	4.8		
SRR35809155_ctg370	1117545	1118159	-	EIDGLC_01172	22.7	5.2		
SRR35809155_ctg370	1118262	1118561	-	EIDGLC_01173	10.6	4.7		
SRR35809155_ctg370	1120043	1120822	-	EIDGLC_01176	26.7	4.8		
SRR35809155_ctg370	1120855	1121115	-	EIDGLC_01177	9.4	8.4		
SRR35809155_ctg370	1121112	1122656	-	EIDGLC_01178	57.6	5.1		
SRR35809155_ctg370	1122949	1123368	-	EIDGLC_01179	15.7	7.0		
SRR35809155_ctg370	1123365	1124990	-	EIDGLC_01180	60.3	8.9		
SRR35809155_ctg370	1125033	1125701	-	EIDGLC_01181	22.4	5.7		
SRR35809155_ctg370	1125701	1125985	-	EIDGLC_01182	9.6	4.9		
SRR35809155_ctg370	1126046	1126423	-	EIDGLC_01183	13.5	7.7		
SRR35809155_ctg370	1126466	1126909	-	EIDGLC_01184	15.2	5.2		
SRR35809155_ctg370	1126906	1128549	-	EIDGLC_01185	60.6	6.0		
SRR35809155_ctg370	1128694	1129002	-	EIDGLC_01186	11.5	6.8		
SRR35809155_ctg370	1128999	1129190	-	EIDGLC_01187	6.7	4.3		
SRR35809155_ctg370	1129190	1130038	-	EIDGLC_01188	30.4	9.7	PF00182.24|Glyco_hydro_19	PFAM:PF00182.24
SRR35809155_ctg370	1130035	1130265	-	EIDGLC_01189	8.3	6.5		
SRR35809155_ctg370	1130351	1131145	-	EIDGLC_01190	26.9	4.3		
SRR35809155_ctg370	1131142	1131303	-	EIDGLC_01191	5.5	7.8		
SRR35809155_ctg370	1131570	1132106	-	EIDGLC_01192	19.2	7.0		
SRR35809155_ctg370	1132107	1132607	-	EIDGLC_01193	18.1	5.7		
SRR35809155_ctg370	1133830	1136199	-	EIDGLC_01194	86.3	5.9	PF09250.16|Prim-Pol	PFAM:PF09250.16
SRR35809155_ctg370	1136363	1136569	-	EIDGLC_01195	7.3	4.6		
SRR35809155_ctg370	1136569	1136742	-	EIDGLC_01196	6.4	10.8		
SRR35809155_ctg370	1136739	1136996	-	EIDGLC_01197	9.5	11.4		
SRR35809155_ctg370	1136993	1137391	-	EIDGLC_01198	14.9	10.8	PF08299.17|Bac_DnaA_C	PFAM:PF08299.17
SRR35809155_ctg370	1137448	1137840	-	EIDGLC_01199	14.0	7.8		
SRR35809155_ctg370	1137837	1139525	-	EIDGLC_01200	61.4	7.6	PF00270.35|DEAD, PF00271.37|Helicase_C	PFAM:PF00270.35, PFAM:PF00271.37
SRR35809155_ctg370	1139522	1139815	-	EIDGLC_01201	10.9	11.4	PF13395.12|HNH_4	PFAM:PF13395.12
SRR35809155_ctg370	1140085	1141017	-	EIDGLC_01202	35.1	6.4		
SRR35809155_ctg370	1141010	1141174	-	EIDGLC_01203	5.8	4.1		
SRR35809155_ctg370	1141176	1141442	-	EIDGLC_01204	9.7	4.7		
SRR35809155_ctg370	1141538	1142047	-	EIDGLC_01205	17.8	5.4		
SRR35809155_ctg370	1142867	1143088	-	EIDGLC_01207	8.2	5.0		
SRR35809155_ctg370	1143088	1143654	-	EIDGLC_01208	20.2	6.9		
SRR35809155_ctg370	1143654	1143875	-	EIDGLC_01209	8.1	11.3		
SRR35809155_ctg370	1144498	1144770	+	EIDGLC_01210	10.5	6.7		
SRR35809155_ctg370	1144771	1145016	+	EIDGLC_01211	8.9	10.2		
SRR35809155_ctg370	1145313	1145570	+	EIDGLC_01212	9.2	4.9	PF13560.12|HTH_31	PFAM:PF13560.12
SRR35809155_ctg370	1145765	1146025	+	EIDGLC_01213	9.5	4.4		
SRR35809155_ctg370	1146022	1146297	+	EIDGLC_01214	9.7	4.2		
SRR35809155_ctg370	1146294	1146641	+	EIDGLC_01215	12.7	4.1		
SRR35809155_ctg370	1146638	1146841	+	EIDGLC_01216	7.4	6.7		
SRR35809155_ctg370	1147192	1147482	+	EIDGLC_01217	10.5	4.2		
SRR35809155_ctg370	1147544	1148296	+	EIDGLC_01218	26.8	6.5	PF05175.20|MTS	PFAM:PF05175.20
SRR35809155_ctg370	1148467	1149057	+	EIDGLC_01219	21.2	4.7		
SRR35809155_ctg370	1149054	1149509	+	EIDGLC_01220	16.0	5.3		
SRR35809155_ctg370	1149511	1149987	+	EIDGLC_01221	16.7	8.4		
SRR35809155_ctg370	1149992	1150237	+	EIDGLC_01222	9.3	10.5		
SRR35809155_ctg370	1150234	1151226	+	EIDGLC_01223	34.6	4.8		
SRR35809155_ctg370	1151223	1151450	+	EIDGLC_01224	8.2	6.4		
SRR35809155_ctg370	1151450	1152265	+	EIDGLC_01225	30.2	6.0		
SRR35809155_ctg370	1152262	1152591	+	EIDGLC_01226	11.9	5.4		
SRR35809155_ctg370	1152671	1153264	+	EIDGLC_01227	21.7	5.1		
SRR35809155_ctg370	1153338	1153838	+	EIDGLC_01228	17.1	5.6		
SRR35809155_ctg370	1153835	1154131	+	EIDGLC_01229	10.6	9.5		
SRR35809155_ctg370	1154297	1155496	+	EIDGLC_01230	43.7	10.3		
SRR35809155_ctg370	1160567	1160989	-	EIDGLC_01238	14.7	4.8		
SRR35809155_ctg370	1165109	1165345	-	EIDGLC_01243	8.7	9.9		
SRR35809155_ctg370	1176013	1176594	-	EIDGLC_01257	21.1	8.6	PF00030.24|Crystall	PFAM:PF00030.24
SRR35809155_ctg370	1177567	1177740	-	EIDGLC_01259	6.8	10.2		
SRR35809155_ctg370	1181467	1181655	-	EIDGLC_01266	6.4	4.9		
SRR35809155_ctg370	1182349	1182792	+	EIDGLC_01268	16.8	11.6		
SRR35809155_ctg370	1191971	1192330	-	EIDGLC_01277	13.2	7.8		
SRR35809155_ctg370	1192407	1192712	-	EIDGLC_01278	10.0	11.6		
SRR35809155_ctg370	1192699	1193385	-	EIDGLC_01279	23.6	10.5		
SRR35809155_ctg370	1194521	1194823	-	EIDGLC_01281	11.6	4.6		
SRR35809155_ctg370	1198790	1200196	+	EIDGLC_01285	50.2	9.4	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
SRR35809155_ctg370	1207357	1207566	-	EIDGLC_01290	7.8	5.2		SO:0001217, UniRef:UniRef50_D9QH41
SRR35809155_ctg370	1210520	1212265	+	EIDGLC_01293	62.4	6.1	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31
SRR35809155_ctg370	1213521	1213751	+	EIDGLC_01295	8.3	4.1		SO:0001217, UniRef:UniRef50_A0A1I6STK7
SRR35809155_ctg370	1216022	1216408	-	EIDGLC_01299	13.1	10.0		SO:0001217, UniRef:UniRef50_A0A0Q7RI12
SRR35809155_ctg370	1216694	1216996	-	EIDGLC_01301	11.4	10.9		
SRR35809155_ctg370	1229147	1229740	-	EIDGLC_01314	21.7	10.4		
SRR35809155_ctg370	1231435	1231560	-	EIDGLC_01317	4.3	9.5		
SRR35809155_ctg370	1247234	1247773	+	EIDGLC_01326	19.1	6.3	PF00254.34|FKBP_C	PFAM:PF00254.34
SRR35809155_ctg370	1252863	1253252	-	EIDGLC_01330	13.9	5.4		
SRR35809155_ctg370	1257856	1258254	+	EIDGLC_01335	13.7	10.5		
SRR35809155_ctg370	1268630	1269175	+	EIDGLC_01343	20.0	6.4	PF16694.10|Cytochrome_P460	PFAM:PF16694.10
SRR35809155_ctg370	1272188	1272775	-	EIDGLC_01348	21.6	8.5	PF13302.13|Acetyltransf_3	PFAM:PF13302.13
SRR35809155_ctg370	1281327	1282001	-	EIDGLC_01358	24.6	5.3		SO:0001217, UniRef:UniRef50_A0A0Q7THB8
SRR35809155_ctg370	1282233	1282718	+	EIDGLC_01359	17.4	6.7	PF13590.11|DUF4136	PFAM:PF13590.11
SRR35809155_ctg370	1282901	1284025	+	EIDGLC_01360	42.0	5.9	PF04909.20|Amidohydro_2	PFAM:PF04909.20
SRR35809155_ctg370	1288289	1288774	-	EIDGLC_01364	17.5	5.2		
SRR35809155_ctg370	1289060	1289533	+	EIDGLC_01365	16.2	10.1	PF13400.11|Tad	PFAM:PF13400.11
SRR35809155_ctg370	1307086	1307550	+	EIDGLC_01382	17.6	6.3		
SRR35809155_ctg370	1307622	1307855	+	EIDGLC_01383	8.7	10.4		
SRR35809155_ctg370	1310580	1311419	+	EIDGLC_01385	30.7	6.0		
SRR35809155_ctg370	1313975	1315267	+	EIDGLC_01388	43.2	11.0		
SRR35809155_ctg370	1315487	1315813	+	EIDGLC_01389	12.0	4.8	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
SRR35809155_ctg370	1321890	1322171	+	EIDGLC_01394	10.2	5.7		
SRR35809155_ctg370	1322346	1322726	+	EIDGLC_01395	14.0	4.3		
SRR35809155_ctg370	1322774	1323379	-	EIDGLC_01396	23.0	4.9		
SRR35809155_ctg370	1324029	1324700	-	EIDGLC_01397	24.4	5.6		
SRR35809155_ctg370	1324678	1330905	-	EIDGLC_01398	228.5	6.9		
SRR35809155_ctg370	1340092	1340859	-	EIDGLC_01408	27.9	6.5	PF13545.12|HTH_Crp_2	PFAM:PF13545.12
SRR35809155_ctg370	1340917	1341219	-	EIDGLC_01409	11.0	4.5		
SRR35809155_ctg370	1341414	1341797	-	EIDGLC_01410	14.3	9.9	PF00043.30|GST_C	PFAM:PF00043.30
SRR35809155_ctg370	1341830	1342132	-	EIDGLC_01411	11.0	4.9	PF02798.26|GST_N, PF13409.12|GST_N_2, PF13417.12|GST_N_3	PFAM:PF02798.26, PFAM:PF13409.12, PFAM:PF13417.12
SRR35809155_ctg370	1356762	1357274	-	EIDGLC_01423	17.4	4.3		
SRR35809155_ctg370	1358294	1358800	+	EIDGLC_01425	15.8	11.7		
SRR35809155_ctg370	1361391	1361501	-	EIDGLC_01430	3.7	9.3		
SRR35809155_ctg370	1372442	1373254	+	EIDGLC_01439	28.0	7.9	PF04536.20|TPM_phosphatase	PFAM:PF04536.20
SRR35809155_ctg370	1376413	1376601	+	EIDGLC_01443	6.7	5.0		SO:0001217, UniRef:UniRef50_A0AA95F7Y6
SRR35809155_ctg370	1390129	1391091	+	EIDGLC_01456	33.9	5.7		
SRR35809155_ctg370	1400309	1400824	-	EIDGLC_01467	17.3	4.7	PF00036.39|EF-hand_1, PF10591.15|SPARC_Ca_bdg, PF13405.12|EF-hand_6, PF13499.12|EF-hand_7	PFAM:PF00036.39, PFAM:PF10591.15, PFAM:PF13405.12, PFAM:PF13499.12
SRR35809155_ctg370	1410828	1411349	+	EIDGLC_01474	18.6	8.9		
SRR35809155_ctg370	1415457	1416104	+	EIDGLC_01479	23.1	5.0	PF00485.24|PRK, PF13238.12|AAA_18, PF13671.12|AAA_33	PFAM:PF00485.24, PFAM:PF13238.12, PFAM:PF13671.12
SRR35809155_ctg370	1420611	1420985	+	EIDGLC_01485	13.9	4.9	PF00903.31|Glyoxalase	PFAM:PF00903.31
SRR35809155_ctg370	1423813	1424139	+	EIDGLC_01487	10.5	4.5		
SRR35809155_ctg370	1432575	1432802	+	EIDGLC_01498	7.9	11.2		
SRR35809155_ctg370	1437214	1437837	+	EIDGLC_01502	22.6	8.8		
SRR35809155_ctg370	1440517	1441020	-	EIDGLC_01505	19.6	10.3		
SRR35809155_ctg370	1447316	1448854	+	EIDGLC_01512	59.3	6.0	PF13175.12|AAA_15, PF13304.12|AAA_21	PFAM:PF13175.12, PFAM:PF13304.12
SRR35809155_ctg370	1454514	1455740	+	EIDGLC_01519	44.3	9.4	PF14684.11|Tricorn_C1	PFAM:PF14684.11
SRR35809155_ctg370	1458044	1458610	+	EIDGLC_01522	20.6	5.6		
SRR35809155_ctg370	1458693	1459688	+	EIDGLC_01523	35.9	5.8	PF00990.26|GGDEF, PF08447.18|PAS_3, PF08448.16|PAS_4, PF13426.13|PAS_9	PFAM:PF00990.26, PFAM:PF08447.18, PFAM:PF08448.16, PFAM:PF13426.13
SRR35809155_ctg370	1460283	1460558	+	EIDGLC_01525	10.2	10.9		
SRR35809155_ctg370	1464014	1464391	+	EIDGLC_01528	13.6	11.6		
SRR35809155_ctg370	1489868	1490080	+	EIDGLC_01549	7.7	5.6		
SRR35809155_ctg370	1491022	1491294	+	EIDGLC_01552	9.3	9.8		
SRR35809155_ctg370	1497068	1497454	-	EIDGLC_01557	13.9	4.6	PF00903.31|Glyoxalase	PFAM:PF00903.31
SRR35809155_ctg370	1500905	1501795	+	EIDGLC_01561	30.9	7.8		
SRR35809155_ctg370	1506786	1507073	-	EIDGLC_01568	9.9	6.2		
SRR35809155_ctg370	1516594	1517922	-	EIDGLC_01575	45.6	9.1	PF02491.25|SHS2_FTSA, PF14450.12|FtsA	PFAM:PF02491.25, PFAM:PF14450.12
SRR35809155_ctg370	1524820	1525602	-	EIDGLC_01583	26.6	6.1	PF05036.18|SPOR	PFAM:PF05036.18
SRR35809155_ctg370	1531276	1532064	+	EIDGLC_01590	28.7	5.2	PF01571.26|GCV_T	PFAM:PF01571.26
SRR35809155_ctg370	1534199	1534465	-	EIDGLC_01593	8.2	4.1		
SRR35809155_ctg370	1535255	1535731	+	EIDGLC_01595	17.5	11.1		
SRR35809155_ctg370	1537044	1537313	-	EIDGLC_01598	9.7	6.3		SO:0001217, UniRef:UniRef50_A0A1I6THV7
SRR35809155_ctg370	1540009	1540191	+	EIDGLC_01601	7.0	10.4		
SRR35809155_ctg370	1545657	1546745	+	EIDGLC_01609	38.0	11.2	PF07992.20|Pyr_redox_2	PFAM:PF07992.20
SRR35809155_ctg370	1556048	1558546	+	EIDGLC_01617	90.0	5.2	PF00326.27|Peptidase_S9	PFAM:PF00326.27
SRR35809155_ctg370	1560863	1561105	-	EIDGLC_01618	8.7	9.4		
SRR35809155_ctg370	1561179	1561847	-	EIDGLC_01619	24.2	9.6	PF00392.27|GntR	PFAM:PF00392.27
SRR35809155_ctg370	1563916	1564098	+	EIDGLC_01624	6.0	10.0		
SRR35809155_ctg370	1567519	1567734	+	EIDGLC_01628	7.6	7.7		
SRR35809155_ctg370	1576858	1578075	-	EIDGLC_01638	43.2	6.4	PF00155.27|Aminotran_1_2, PF00266.25|Aminotran_5, PF01041.23|DegT_DnrJ_EryC1, PF01053.26|Cys_Met_Meta_PP	PFAM:PF00155.27, PFAM:PF00266.25, PFAM:PF01041.23, PFAM:PF01053.26
SRR35809155_ctg370	1594013	1594180	+	EIDGLC_01652	6.3	5.3		
SRR35809155_ctg370	1595027	1595158	+	EIDGLC_01654	4.8	5.6		
SRR35809155_ctg370	1595169	1596107	+	EIDGLC_01655	33.3	6.5		
SRR35809155_ctg370	1597096	1597824	-	EIDGLC_01656	25.4	5.1		
SRR35809155_ctg370	1597913	1599070	-	EIDGLC_01657	42.5	5.2		
SRR35809155_ctg370	1599083	1599298	-	EIDGLC_01658	7.7	4.1		
SRR35809155_ctg370	1600059	1601285	+	EIDGLC_01659	42.6	9.7	PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2, PF16576.10|HlyD_D23	PFAM:PF00364.28, PFAM:PF13533.12, PFAM:PF16576.10
SRR35809155_ctg370	1601282	1603369	+	EIDGLC_01660	74.5	8.8	PF00005.33|ABC_tran	PFAM:PF00005.33
SRR35809155_ctg370	1603790	1605190	+	EIDGLC_01661	52.1	4.7	PF08808.17|RES	PFAM:PF08808.17
SRR35809155_ctg370	1608933	1609322	+	EIDGLC_01664	12.8	8.6		
SRR35809155_ctg370	1609319	1610494	+	EIDGLC_01665	41.0	5.1	PF00294.29|PfkB, PF05014.21|Nuc_deoxyrib_tr	PFAM:PF00294.29, PFAM:PF05014.21
SRR35809155_ctg370	1610674	1610976	-	EIDGLC_01666	11.3	7.8		
SRR35809155_ctg370	1611158	1611889	-	EIDGLC_01667	26.1	5.1		
SRR35809155_ctg370	1613115	1613537	-	EIDGLC_01669	15.1	5.5	PF00005.33|ABC_tran	PFAM:PF00005.33
SRR35809155_ctg370	1619129	1620727	+	EIDGLC_01674	57.4	9.3		
SRR35809155_ctg370	1620736	1622814	+	EIDGLC_01675	75.8	5.0	PF00593.30|TonB_dep_Rec_b-barrel, PF07715.20|Plug	PFAM:PF00593.30, PFAM:PF07715.20
SRR35809155_ctg370	1622824	1623318	+	EIDGLC_01676	17.5	7.6		
SRR35809155_ctg370	1623288	1624325	+	EIDGLC_01677	35.7	4.9	PF00400.38|WD40, PF12894.13|ANAPC4_WD40, PF23383.1|Beta-prop_IFT140_1st	PFAM:PF00400.38, PFAM:PF12894.13, PFAM:PF23383.1
SRR35809155_ctg370	1627563	1628771	-	EIDGLC_01681	44.4	6.6	PF01497.23|Peripla_BP_2	PFAM:PF01497.23
SRR35809155_ctg370	1630980	1632392	+	EIDGLC_01683	50.9	7.9	PF12679.13|ABC2_membrane_2	PFAM:PF12679.13
SRR35809155_ctg370	1632389	1633816	+	EIDGLC_01684	51.0	10.6	PF12679.13|ABC2_membrane_2	PFAM:PF12679.13
SRR35809155_ctg370	1634532	1635362	+	EIDGLC_01686	29.3	5.0	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12, PFAM:PF13847.12
SRR35809155_ctg370	1635548	1637590	-	EIDGLC_01687	73.7	5.1	PF00593.30|TonB_dep_Rec_b-barrel, PF07715.20|Plug	PFAM:PF00593.30, PFAM:PF07715.20
SRR35809155_ctg370	1639974	1640456	+	EIDGLC_01689	17.3	6.6		
SRR35809155_ctg370	1640989	1641255	-	EIDGLC_01690	9.7	5.8		
SRR35809155_ctg370	1641865	1643070	-	EIDGLC_01691	44.0	7.0	PF00486.34|Trans_reg_C	PFAM:PF00486.34
SRR35809155_ctg370	1643752	1645344	+	EIDGLC_01692	57.8	4.7	PF00144.29|Beta-lactamase	PFAM:PF00144.29
SRR35809155_ctg370	1645714	1646253	+	EIDGLC_01693	20.6	6.5		
SRR35809155_ctg370	1646499	1647071	-	EIDGLC_01694	20.8	8.6		
SRR35809155_ctg370	1647267	1647830	-	EIDGLC_01695	21.0	10.1		
SRR35809155_ctg370	1647907	1648578	+	EIDGLC_01696	24.7	5.9		
SRR35809155_ctg370	1653656	1654312	+	EIDGLC_01703	24.2	10.3		
SRR35809155_ctg370	1655971	1656315	+	EIDGLC_01705	12.2	6.3		
SRR35809155_ctg370	1663600	1663830	+	EIDGLC_01715	8.9	6.3		
SRR35809155_ctg370	1664830	1665318	+	EIDGLC_01717	17.7	9.2		
SRR35809155_ctg370	1665315	1665821	+	EIDGLC_01718	18.5	9.7		
SRR35809155_ctg370	1670640	1671215	-	EIDGLC_01723	21.8	9.9		
SRR35809155_ctg370	1675347	1675508	-	EIDGLC_01728	5.8	4.2		
SRR35809155_ctg370	1677970	1678836	-	EIDGLC_01733	31.6	9.4		
SRR35809155_ctg370	1678901	1679593	-	EIDGLC_01734	23.9	4.9		
SRR35809155_ctg370	1679790	1680146	+	EIDGLC_01735	12.8	4.7		
SRR35809155_ctg370	1680139	1681185	+	EIDGLC_01736	36.9	9.6		
SRR35809155_ctg370	1683250	1683450	+	EIDGLC_01739	7.0	6.7		
SRR35809155_ctg370	1688076	1688282	+	EIDGLC_01745	7.4	9.7		
SRR35809155_ctg370	1693999	1694244	-	EIDGLC_01752	8.7	10.8		SO:0001217, UniRef:UniRef50_A0A519HCV7
SRR35809155_ctg370	1694824	1695378	-	EIDGLC_01754	19.7	4.5	PF12883.13|DUF3828	PFAM:PF12883.13
SRR35809155_ctg370	1698716	1699282	+	EIDGLC_01756	18.0	4.6		
SRR35809155_ctg370	1699478	1700044	+	EIDGLC_01757	17.9	6.4		
SRR35809155_ctg370	1700123	1701004	+	EIDGLC_01758	30.6	9.7		
SRR35809155_ctg370	1701050	1703752	+	EIDGLC_01759	96.3	4.8		
SRR35809155_ctg370	1703749	1704294	+	EIDGLC_01760	19.0	7.8		
SRR35809155_ctg370	1717640	1718506	-	EIDGLC_01774	31.5	6.0		
SRR35809155_ctg370	1718649	1719188	+	EIDGLC_01775	19.2	10.1	PF07310.19|PAS_5	PFAM:PF07310.19
SRR35809155_ctg370	1731693	1731998	-	EIDGLC_01789	10.7	9.0		
SRR35809155_ctg370	1732063	1732221	+	EIDGLC_01790	5.3	6.1		
SRR35809155_ctg370	1732942	1733106	-	EIDGLC_01793	6.3	4.4		
SRR35809155_ctg370	1733103	1734575	-	EIDGLC_01794	45.2	5.5		
SRR35809155_ctg370	1741497	1742474	+	EIDGLC_01803	33.3	4.8		SO:0001217, UniRef:UniRef50_D9QM35
SRR35809155_ctg370	1750654	1751577	-	EIDGLC_01811	33.9	6.2		SO:0001217, UniRef:UniRef50_D9QKA1
SRR35809155_ctg370	1751684	1752664	-	EIDGLC_01812	31.8	4.2	PF02469.27|Fasciclin	PFAM:PF02469.27
SRR35809155_ctg370	1753747	1755636	-	EIDGLC_01814	67.2	4.7	PF00515.34|TPR_1, PF07719.23|TPR_2, PF09976.15|TPR_21, PF12895.13|ANAPC3, PF13181.12|TPR_8, PF13414.12|TPR_11, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF09976.15, PFAM:PF12895.13, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, SO:0001217, UniRef:UniRef50_A0A0Q7R2H8
SRR35809155_ctg370	1760155	1760268	-	EIDGLC_01818	4.0	8.9		
SRR35809155_ctg370	1762421	1762756	+	EIDGLC_01821	12.3	9.9		
