gene	start	stop	strand	contig	score	partial	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SRR35809155_ctg370|provirus_105204_146413_CDS_0055	34651	35094	+	SRR35809155_ctg370|provirus_105204_146413	39.0	00	1273	48.0	0.278	1.458e-09	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1273	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0056	35091	35420	+	SRR35809155_ctg370|provirus_105204_146413	14.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0057	35422	35898	+	SRR35809155_ctg370|provirus_105204_146413	38.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0058	35903	36148	+	SRR35809155_ctg370|provirus_105204_146413	8.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0059	36145	37137	+	SRR35809155_ctg370|provirus_105204_146413	82.6	00	29865	43.0	0.356	2.214e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	29865	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0060	37134	37361	+	SRR35809155_ctg370|provirus_105204_146413	1.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0061	37361	38176	+	SRR35809155_ctg370|provirus_105204_146413	97.5	00	424	73.0	0.213	5.8e-16	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	424	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ff59f5	phosphoadenosine phosphosulfate reductase	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0062	38173	38502	+	SRR35809155_ctg370|provirus_105204_146413	45.6	00	4848	100.0	0.508	7.973e-28	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4848	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0063	38582	39175	+	SRR35809155_ctg370|provirus_105204_146413	65.3	00	5913	39.0	0.424	1.884e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	5913	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0064	39249	39869	+	SRR35809155_ctg370|provirus_105204_146413	38.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0065	39916	40158	+	SRR35809155_ctg370|provirus_105204_146413	20.3	00	25900	51.0	0.456	1.958e-11	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	25900	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_105204_146413_CDS_0066	40155	41210	+	SRR35809155_ctg370|provirus_105204_146413	101.4	00	1	87.0	0.219	1.622e-20	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0001	468	1	-	SRR35809155_ctg370|provirus_1105152_1159557	78.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0002	1269	499	-	SRR35809155_ctg370|provirus_1105152_1159557	128.4	00	19169	111.0	0.28	5.099e-29	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	19169	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0003	1753	1448	-	SRR35809155_ctg370|provirus_1105152_1159557	54.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0004	4007	1959	-	SRR35809155_ctg370|provirus_1105152_1159557	309.1	00	20787	48.0	0.537	1.666e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	20787	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0005	4258	4052	-	SRR35809155_ctg370|provirus_1105152_1159557	28.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0006	8175	4255	-	SRR35809155_ctg370|provirus_1105152_1159557	580.1	00	6651	99.0	0.218	6.015e-23	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	6651	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0007	9808	8165	-	SRR35809155_ctg370|provirus_1105152_1159557	238.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0008	10296	9808	-	SRR35809155_ctg370|provirus_1105152_1159557	78.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0009	12401	10296	-	SRR35809155_ctg370|provirus_1105152_1159557	322.2	00	376	111.0	0.217	2.2949999999999998e-27	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	376	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0010	13008	12394	-	SRR35809155_ctg370|provirus_1105152_1159557	72.0	00	394	68.0	0.27	6.083e-16	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	394	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0011	13410	13111	-	SRR35809155_ctg370|provirus_1105152_1159557	37.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0012	13847	13410	-	SRR35809155_ctg370|provirus_1105152_1159557	73.9	00	427	69.0	0.306	1.542e-16	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	427	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0013	14875	13862	-	SRR35809155_ctg370|provirus_1105152_1159557	179.4	00	212	223.0	0.387	1.631e-66	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	212	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0014	15671	14892	-	SRR35809155_ctg370|provirus_1105152_1159557	103.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0015	15964	15704	-	SRR35809155_ctg370|provirus_1105152_1159557	14.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0016	17505	15961	-	SRR35809155_ctg370|provirus_1105152_1159557	195.4	00	332	56.0	0.176	2.95e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	332	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0017	17801	17505	-	SRR35809155_ctg370|provirus_1105152_1159557	9.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0018	18217	17798	-	SRR35809155_ctg370|provirus_1105152_1159557	32.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0019	19839	18214	-	SRR35809155_ctg370|provirus_1105152_1159557	276.6	00	979	48.0	0.216	3.62e-08	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	979	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0020	20550	19882	-	SRR35809155_ctg370|provirus_1105152_1159557	97.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0021	20834	20550	-	SRR35809155_ctg370|provirus_1105152_1159557	18.9	00	12296	57.0	0.409	3.384e-13	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	12296	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0022	21272	20895	-	SRR35809155_ctg370|provirus_1105152_1159557	34.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0023	21758	21315	-	SRR35809155_ctg370|provirus_1105152_1159557	27.5	00	1040	76.0	0.315	6.581e-18	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1040	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#838383	peptidase HslV family	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0024	23398	21755	-	SRR35809155_ctg370|provirus_1105152_1159557	213.9	00	1745	514.0	0.575	4.604e-163	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1745	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#838383	DNA transfer protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0025	23851	23543	-	SRR35809155_ctg370|provirus_1105152_1159557	37.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0026	24039	23848	-	SRR35809155_ctg370|provirus_1105152_1159557	21.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0027	24887	24039	-	SRR35809155_ctg370|provirus_1105152_1159557	118.6	00	181	79.0	0.301	3.397e-19	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	181	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0028	25114	24884	-	SRR35809155_ctg370|provirus_1105152_1159557	14.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0029	25994	25200	-	SRR35809155_ctg370|provirus_1105152_1159557	116.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0030	26152	25991	-	SRR35809155_ctg370|provirus_1105152_1159557	6.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0031	26955	26419	-	SRR35809155_ctg370|provirus_1105152_1159557	26.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0032	27456	26956	-	SRR35809155_ctg370|provirus_1105152_1159557	57.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0033	28051	27803	-	SRR35809155_ctg370|provirus_1105152_1159557	4.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0034	28679	28092	-	SRR35809155_ctg370|provirus_1105152_1159557	9.2	00	374	51.0	0.426	5.253e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	374	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0035	31048	28679	-	SRR35809155_ctg370|provirus_1105152_1159557	297.5	00	3022	263.0	0.243	2.302e-74	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3022	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0036	31418	31212	-	SRR35809155_ctg370|provirus_1105152_1159557	40.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0037	31591	31418	-	SRR35809155_ctg370|provirus_1105152_1159557	29.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0038	31845	31588	-	SRR35809155_ctg370|provirus_1105152_1159557	30.6	00	16311	40.0	0.392	5.517e-06	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16311	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0039	32339	31842	-	SRR35809155_ctg370|provirus_1105152_1159557	21.2	00	34198	42.0	0.329	5.418e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	34198	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0040	32689	32297	-	SRR35809155_ctg370|provirus_1105152_1159557	53.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0041	34374	32686	-	SRR35809155_ctg370|provirus_1105152_1159557	171.2	00	16	100.0	0.218	5.365e-24	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0042	34937	34371	-	SRR35809155_ctg370|provirus_1105152_1159557	19.3	00	1081	57.0	0.463	1.139e-13	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1081	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35809155_ctg370|provirus_1105152_1159557_CDS_0043	35866	34934	-	SRR35809155_ctg370|provirus_1105152_1159557	115.8	00	1990	207.0	0.489	2.736e-62	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1990	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	Cas4-domain exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
