ID	taxid	taxid2	length	name	nuctype	Htaxid	Hname	Vfamily	Hgroup	hosttype	seq_ids	<i>S</i><sub>G</sub> to Lepyrophagus	<i>S</i><sub>G</sub> to Eremotheras	<i>S</i><sub>G</sub> to Ammolykos	order
NC_042102	2079282	2079282-1	45909	Gordonia phage Troje	dsDNA	2053	Gordonia	-	Actinomycetota	Prokaryote	NC_042102	0.0	0.0	0.0	321
NC_015720	981323	981323-1	45530	Gordonia phage GTE2	dsDNA	85007	Mycobacteriales	-	Actinomycetota	Prokaryote	NC_015720	0.0	0.0	0.0	322
NC_031234	1821552	1821552-1	43982	Gordonia phage Emalyn	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_031234	0.0	0.0	0.0	323
NC_070894	2656538	2656538-1	48123	Gordonia phage Lauer	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070894	0.0	0.0	0.0	324
NC_070897	2857501	2857501-1	48092	Gordonia phage Vine	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070897	0.0	0.0	0.0	325
NC_070896	2762389	2762389-1	47166	Gordonia phage BigChungus	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070896	0.0	0.0	0.0	326
NC_070895	2591117	2591117-1	47618	Gordonia phage SheckWes	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070895	0.0	0.0	0.0	327
NC_070893	2652411	2652411-1	48948	Gordonia phage CherryonLim	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070893	0.0032	0.0	0.0	328
NC_070891	2885976	2885976-1	47982	Gordonia phage Pons	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070891	0.0	0.0	0.0	329
NC_070892	2590931	2590931-1	48382	Gordonia phage Mayweather	dsDNA	36822	Gordonia rubripertincta	-	Actinomycetota	Prokaryote	NC_070892	0.0	0.0	0.0	330
JX006077	182851	182851-1	94870	Saccharomonospora phage PIS 136	dsDNA	33913	Saccharomonospora sp.	-	Actinomycetota	Prokaryote	JX006077	0.0274	0.0183	0.0213	331
NC_073460	2836048	2836048-1	39738	Microbacterium phage Footloose	dsDNA	199592	Microbacterium paraoxydans	-	Actinomycetota	Prokaryote	NC_073460	0.0	0.0	0.0	332
NC_030939	1647471	1647471-1	45537	Gordonia phage GMA4	dsDNA	410332	Gordonia malaquae	-	Actinomycetota	Prokaryote	NC_030939	0.0131	0.0127	0.0111	333
NC_042139	2015851	2015851-1	40353	Corynebacterium phage Poushou	dsDNA	38305	Corynebacterium vitaeruminis	-	Actinomycetota	Prokaryote	NC_042139	0.0	0.0	0.0	334
NC_048070	2301600	2301600-1	41394	Corynebacterium phage Juicebox	dsDNA	1725	Corynebacterium xerosis	-	Actinomycetota	Prokaryote	NC_048070	0.0297	0.0192	0.0243	335
NC_054655	2590946	2590946-1	50493	Streptomyces phage Celia	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054655	0.0502	0.0312	0.0202	336
NC_018836	1204524	1204524-1	50255	Streptomyces phage phiHau3	dsDNA	1883	Streptomyces	-	Actinomycetota	Prokaryote	NC_018836	0.0371	0.0199	0.0243	337
NC_054671	2108134	2108134-1	52743	Streptomyces phage Paedore	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_054671	0.0335	0.0126	0.0192	338
NC_019414	10732	10732-1	51071	Streptomyces phage R4	dsDNA	1883	Streptomyces	-	Actinomycetota	Prokaryote	NC_019414	0.0282	0.0175	0.0196	339
NC_041849	1211278	1211278-1	51160	Streptomyces phage phiELB20	dsDNA	1931	Streptomyces sp.	-	Actinomycetota	Prokaryote	NC_041849	0.0307	0.0274	0.0134	340
NC_070968	2894593	2894593-1	49492	Streptomyces phage Pablito	dsDNA	1200984	Streptomyces lividans 1326	-	Actinomycetota	Prokaryote	NC_070968	0.0169	0.0087	0.0047	341
NC_054660	2510525	2510525-1	50632	Streptomyces phage Janus	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054660	0.0331	0.0155	0.0088	342
NC_054661	2301573	2301573-1	50547	Streptomyces phage Hank144	dsDNA	58346	Streptomyces platensis	-	Actinomycetota	Prokaryote	NC_054661	0.0266	0.0163	0.0065	343
NC_054657	2767576	2767576-1	51956	Streptomyces phage Salutena	dsDNA	1931	Streptomyces sp.	-	Actinomycetota	Prokaryote	NC_054657	0.0395	0.0244	0.0244	344
NC_054667	2725628	2725628-1	50643	Streptomyces phage Issmi	dsDNA	146922	Streptomyces griseofuscus	-	Actinomycetota	Prokaryote	NC_054667	0.0377	0.0241	0.0270	345
NC_054668	2041206	2041206-1	50602	Streptomyces phage Daudau	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054668	0.0303	0.0188	0.0229	346
NC_054670	2301715	2301715-1	52628	Streptomyces phage Thestral	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054670	0.0432	0.0304	0.0074	347
NC_054669	2599888	2599888-1	53011	Streptomyces phage Alvy	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_054669	0.0378	0.0274	0.0254	348
NC_054658	2767584	2767584-1	50272	Streptomyces phage Sentinel	dsDNA	1931	Streptomyces sp.	-	Actinomycetota	Prokaryote	NC_054658	0.0369	0.0254	0.0145	349
NC_054659	2767588	2767588-1	50834	Streptomyces phage Spernnie	dsDNA	1931	Streptomyces sp.	-	Actinomycetota	Prokaryote	NC_054659	0.0259	0.0130	0.0094	350
NC_054666	2530160	2530160-1	50374	Streptomyces phage Caelum	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_054666	0.0234	0.0128	0.0060	351
NC_054662	2059882	2059882-1	49299	Streptomyces phage Omar	dsDNA	146537	Streptomyces azureus	-	Actinomycetota	Prokaryote	NC_054662	0.0323	0.0242	0.0214	352
NC_054663	2041207	2041207-1	50483	Streptomyces phage Diane	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054663	0.0299	0.0154	0.0148	353
NC_054665	2041209	2041209-1	50574	Streptomyces phage Tefunt	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054665	0.0355	0.0272	0.0174	354
NC_054664	2041205	2041205-1	49372	Streptomyces phage Amethyst	dsDNA	67384	Streptomyces xanthochromogenes	-	Actinomycetota	Prokaryote	NC_054664	0.0312	0.0274	0.0305	355
NC_054656	2201421	2201421-1	50129	Streptomyces phage Yosif	dsDNA	67369	Streptomyces toxytricini	-	Actinomycetota	Prokaryote	NC_054656	0.0200	0.0193	0.0127	356
NC_054672	2740181	2740181-1	49395	Streptomyces phage Endor1	dsDNA	1902	Streptomyces coelicolor	-	Actinomycetota	Prokaryote	NC_054672	0.0091	0.0141	0.0036	357
NC_054675	2601693	2601693-1	48883	Streptomyces phage Saftant	dsDNA	146922	Streptomyces griseofuscus	-	Actinomycetota	Prokaryote	NC_054675	0.0251	0.0216	0.0111	358
NC_054674	1913034	1913034-1	48941	Streptomyces phage Joe	dsDNA	1902	Streptomyces coelicolor	-	Actinomycetota	Prokaryote	NC_054674	0.0121	0.0181	0.0050	359
NC_054676	2767587	2767587-1	48481	Streptomyces phage Sitrop	dsDNA	1931	Streptomyces sp.	-	Actinomycetota	Prokaryote	NC_054676	0.0049	0.0137	0.0107	360
NC_041856	1239386	1239386-1	50348	Streptomyces phage phiCAM	dsDNA	1902	Streptomyces coelicolor	-	Actinomycetota	Prokaryote	NC_041856	0.0151	0.0093	0.0080	361
NC_054673	2740182	2740182-1	48829	Streptomyces phage Endor2	dsDNA	1902	Streptomyces coelicolor	-	Actinomycetota	Prokaryote	NC_054673	0.0147	0.0139	0.0098	362
NC_028904	1673877	1673877-1	49452	Streptomyces phage Amela	dsDNA	953739	Streptomyces venezuelae ATCC 10712	-	Actinomycetota	Prokaryote	NC_028904	0.0193	0.0217	0.0048	363
NC_054677	2053672	2053672-1	48803	Streptomyces phage Alsaber	dsDNA	146537	Streptomyces azureus	-	Actinomycetota	Prokaryote	NC_054677	0.0177	0.0169	0.0114	364
NC_028976	1674926	1674926-1	50113	Streptomyces phage Izzy	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_028976	0.0367	0.0210	0.0107	365
NC_042052	1690428	1690428-1	50727	Streptomyces phage Hydra	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_042052	0.0286	0.0114	0.0095	366
NC_028892	1690425	1690425-1	49949	Streptomyces phage Caliburn	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_028892	0.0366	0.0174	0.0088	367
NC_042051	1690426	1690426-1	49562	Streptomyces phage Aaronocolus	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_042051	0.0311	0.0169	0.0057	368
NC_031078	1873777	1873777-1	50082	Streptomyces phage Nanodon	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_031078	0.0231	0.0182	0.0	369
NC_028827	1674927	1674927-1	50165	Streptomyces phage Lannister	dsDNA	953739	Streptomyces venezuelae ATCC 10712	-	Actinomycetota	Prokaryote	NC_028827	0.0183	0.0125	0.0080	370
NC_054678	2593360	2593360-1	51631	Streptomyces phage Yasdnil	dsDNA	1911	Streptomyces griseus	-	Actinomycetota	Prokaryote	NC_054678	0.0226	0.0171	0.0046	371
NC_054679	2801898	2801898-1	51566	Streptomyces phage Werner	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_054679	0.0215	0.0190	0.0024	372
NC_054681	1873996	1873996-1	50558	Streptomyces phage Lorelei	dsDNA	67263	Streptomyces griseus subsp. griseus	-	Actinomycetota	Prokaryote	NC_054681	0.0196	0.0246	0.0	373
NC_021339	1327760	1327760-1	51077	Streptomyces phage Zemlya	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_021339	0.0209	0.0089	0.0046	374
NC_041860	1690427	1690427-1	50773	Streptomyces phage Danzina	dsDNA	953739	Streptomyces venezuelae ATCC 10712	-	Actinomycetota	Prokaryote	NC_041860	0.0156	0.0103	0.0	375
NC_054680	2182319	2182319-1	51393	Streptomyces phage Goby	dsDNA	67369	Streptomyces toxytricini	-	Actinomycetota	Prokaryote	NC_054680	0.0265	0.0159	0.0061	376
NC_021304	1327759	1327759-1	51552	Streptomyces phage Sujidade	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_021304	0.0190	0.0146	0.0055	377
NC_021298	1327758	1327758-1	51252	Streptomyces phage Lika	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_021298	0.0257	0.0193	0.0056	378
NC_073472	2999013	2999013-1	57163	Streptomyces phage Success	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_073472	0.0	0.0	0.0	379
NC_073462	2182397	2182397-1	56362	Streptomyces phage Ibantik	dsDNA	1916	Streptomyces lividans	-	Actinomycetota	Prokaryote	NC_073462	0.0	0.0	0.0	380
NC_023739	2902892	2902892-1	51821	Mycobacterium phage BillKnuckles	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023739	0.0108	0.0050	0.0063	381
NC_023702	2923003	2923003-1	52379	Mycobacterium phage Kugel	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023702	0.0055	0.0088	0.0079	382
NC_002656	2902907	2902907-1	50550	Mycobacterium phage Bxb1	dsDNA	1762	-	-	-	Prokaryote	NC_002656	0.0068	0.0088	0.0092	383
NC_028828	1701845	1701845-1	52055	Mycobacterium phage TheloniousMonk	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028828	0.0058	0.0	0.0099	384
NC_028680	1735466	1735466-1	50515	Mycobacterium phage Pepe	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028680	0.0066	0.0037	0.0095	385
NC_023862	1458724	1458724-1	52136	Mycobacterium phage Alsfro	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023862	0.0099	0.0051	0.0118	386
NC_022979	1391432	1391432-1	52823	Mycobacterium phage Graduation	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_022979	0.0	0.0	0.0061	387
NC_031067	1873889	1873889-1	52496	Mycobacterium phage Makemake	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_031067	0.0069	0.0038	0.0084	388
NC_031111	1873895	1873895-1	53623	Mycobacterium phage Gompeii16	dsDNA	1763	Mycobacterium	-	Actinomycetota	Prokaryote	NC_031111	0.0026	0.0038	0.0041	389
NC_011019	2914011	2914011-1	53572	Mycobacterium phage KBG	dsDNA	1762	-	-	-	Prokaryote	NC_011019	0.0025	0.0076	0.0100	390
NC_023704	2922222	2922222-1	51421	Mycobacterium phage Doom	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023704	0.0100	0.0037	0.0103	391
NC_023695	1086800	1086800-1	52481	Mycobacterium phage Violet	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023695	0.0090	0.0	0.0047	392
NC_022975	1429904	1429904-1	52390	Mycobacterium phage HanShotFirst	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_022975	0.0031	0.0025	0.0059	393
NC_028815	1675553	1675553-1	51355	Mycobacterium phage Nhonho	dsDNA	1772	Mycolicibacterium smegmatis	-	Actinomycetota	Prokaryote	NC_028815	0.0	0.0	0.0114	394
NC_028804	1675548	1675548-1	52643	Mycobacterium phage Barriga	dsDNA	1772	Mycolicibacterium smegmatis	-	Actinomycetota	Prokaryote	NC_028804	0.0	0.0	0.0088	395
NC_011020	2914014	2914014-1	50968	Mycobacterium phage Jasper	dsDNA	1762	-	-	-	Prokaryote	NC_011020	0.0107	0.0012	0.0108	396
NC_023708	1086749	1086749-1	51083	Mycobacterium phage Dreamboat	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023708	0.0023	0.0085	0.0073	397
NC_023726	2922223	2922223-1	53597	Mycobacterium phage Euphoria	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023726	0.0065	0.0050	0.0149	398
NC_023687	2902905	2902905-1	53003	Mycobacterium phage Bruns	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023687	0.0026	0.0	0.0	399
NC_009877	260120	260120-1	51277	Mycobacterium phage U2	dsDNA	1762	-	-	-	Prokaryote	NC_009877	0.0	0.0039	0.0080	400
NC_041985	1034118	1034118-1	52298	Mycobacterium phage Switzer	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_041985	0.0032	0.0024	0.0042	401
NC_024136	1458714	1458714-1	51781	Mycobacterium phage Seabiscuit	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_024136	0.0	0.0	0.0051	402
NC_042326	2922216	2922216-1	51381	Mycobacterium phage KSSJEB	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042326	0.0025	0.0015	0.0051	403
KP027204	1567478	1567478-1	53058	Mycobacterium phage Thor	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	KP027204	0.0034	0.0	0.0051	404
NC_022324	1340827	1340827-1	53701	Mycobacterium phage SarFire	dsDNA	1762	-	-	-	Prokaryote	NC_022324	0.0034	0.0	0.0051	405
NC_028874	1718171	1718171-1	50614	Mycobacterium phage Pari	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028874	0.0064	0.0036	0.0054	406
NC_009878	2902891	2902891-1	52250	Mycobacterium phage Bethlehem	dsDNA	1762	-	-	-	Prokaryote	NC_009878	0.0	0.0024	0.0095	407
NC_042329	2847995	2847995-1	50988	Mycobacterium phage MrGordon	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042329	0.0044	0.0037	0.0157	408
NC_028941	1701849	1701849-1	51161	Mycobacterium phage Turj99	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028941	0.0032	0.0	0.0072	409
NC_021297	1327773	1327773-1	52057	Mycobacterium phage PattyP	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_021297	0.0027	0.0037	0.0091	410
NC_042324	2922214	2922214-1	51426	Mycobacterium phage Museum	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042324	0.0	0.0	0.0089	411
NC_028810	1698441	1698441-1	52357	Mycobacterium phage Rufus	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028810	0.0049	0.0036	0.0086	412
NC_024368	1498204	1498204-1	50610	Mycobacterium phage Pinto	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_024368	0.0034	0.0	0.0109	413
NC_042327	2902900	2902900-1	53171	Mycobacterium phage BPBiebs31	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042327	0.0	0.0	0.0051	414
NC_031041	1873891	1873891-1	52501	Mycobacterium phage Papez	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_031041	0.0054	0.0031	0.0094	415
NC_011021	2914012	2914012-1	51478	Mycobacterium phage Lockley	dsDNA	1762	-	-	-	Prokaryote	NC_011021	0.0085	0.0	0.0148	416
NC_011022	540064	540064-1	51621	Mycobacterium phage DD5	dsDNA	1762	-	-	-	Prokaryote	NC_011022	0.0042	0.0	0.0107	417
NC_022070	1383054	1383054-1	53588	Mycobacterium phage Wheeler	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_022070	0.0043	0.0	0.0107	418
NC_041853	2927990	2927990-1	49186	Mycobacterium phage Marcell	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_041853	0.0033	0.0	0.0149	419
NC_021324	1327035	1327035-1	53369	Mycobacterium phage CASbig	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_021324	0.0061	0.0	0.0160	420
NC_023748	701456	701456-1	53137	Mycobacterium phage SkiPole	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023748	0.0134	0.0	0.0067	421
NC_042320	2922210	2922210-1	52169	Mycobacterium phage JC27	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042320	0.0044	0.0024	0.0	422
NC_023710	1071506	1071506-1	50844	Mycobacterium phage RidgeCB	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023710	0.0079	0.0	0.0103	423
NC_028920	1551710	1551710-1	52530	Mycobacterium phage Abrogate	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028920	0.0066	0.0051	0.0138	424
NC_023720	2922996	2922996-1	53142	Mycobacterium phage Perseus	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023720	0.0044	0.0	0.0092	425
KF279416	1354513	1354513-1	53693	Mycobacterium phage SargentShorty9	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	KF279416	0.0149	0.0	0.0039	426
NC_022329	1354512	1354512-1	53636	Mycobacterium phage PhrostyMug	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_022329	0.0021	0.0040	0.0039	427
NC_041852	2927981	2927981-1	53972	Mycobacterium phage Nepal	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_041852	0.0065	0.0	0.0095	428
NC_023723	1168595	1168595-1	53684	Mycobacterium phage Aeneas	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023723	0.0	0.0040	0.0082	429
NC_026583	1567466	1567466-1	49577	Mycobacterium phage Alvin	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_026583	0.0	0.0027	0.0054	430
NC_042321	2922211	2922211-1	50486	Mycobacterium phage Lesedi	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042321	0.0044	0.0	0.0055	431
KP027203	1567479	1567479-1	53008	Mycobacterium phage Treddle	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	KP027203	0.0032	0.0	0.0062	432
NC_029059	1567468	1567468-1	51492	Mycobacterium phage Edtherson	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_029059	0.0032	0.0024	0.0098	433
NC_028928	1647308	1647308-1	53455	Mycobacterium phage Nerujay	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028928	0.0	0.0	0.0103	434
NC_022062	1340825	1340825-1	52102	Mycobacterium phage Trouble	dsDNA	1762	-	-	-	Prokaryote	NC_022062	0.0	0.0	0.0127	435
NC_011267	555603	555603-1	49487	Mycobacterium phage Solon	dsDNA	1762	-	-	-	Prokaryote	NC_011267	0.0042	0.0095	0.0087	436
NC_028784	1698420	1698420-1	51409	Mycobacterium phage Tasp14	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028784	0.0	0.0050	0.0029	437
NC_024143	1468169	1468169-1	53255	Mycobacterium phage Lamina13	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_024143	0.0085	0.0	0.0073	438
NC_016650	2922221	2922221-1	48072	Rhodococcus phage RGL3	dsDNA	33008	Rhodococcus globerulus	-	Actinomycetota	Prokaryote	NC_016650	0.0031	0.0013	0.0	439
NC_048708	2201455	2201455-1	46807	Rhodococcus phage Takoda	dsDNA	1833	Rhodococcus erythropolis	-	Actinomycetota	Prokaryote	NC_048708	0.0	0.0	0.0	440
NC_016653	1109715	1109715-1	46586	Rhodococcus phage RER2	dsDNA	1833	Rhodococcus erythropolis	-	Actinomycetota	Prokaryote	NC_016653	0.0	0.0	0.0	441
NC_028677	1701851	1701851-1	46596	Rhodococcus phage CosmicSans	dsDNA	1833	Rhodococcus erythropolis	-	Actinomycetota	Prokaryote	NC_028677	0.0	0.0	0.0	442
NC_054762	2793705	2793705-1	45614	Rhodococcus phage PhailMary	dsDNA	1833	Rhodococcus erythropolis	-	Actinomycetota	Prokaryote	NC_054762	0.0	0.0	0.0	443
NC_048669	2015828	2015828-1	46854	Rhodococcus phage Hiro	dsDNA	1833	Rhodococcus erythropolis	-	Actinomycetota	Prokaryote	NC_048669	0.0	0.0	0.0	444
NC_042123	2108120	2108120-1	52856	Gordonia phage Waits	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_042123	0.0056	0.0	0.0049	445
NC_041886	1887653	1887653-1	52738	Gordonia phage Strosahl	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_041886	0.0045	0.0013	0.0061	446
NC_031031	1887652	1887652-1	52738	Gordonia phage Remus	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_031031	0.0045	0.0013	0.0061	447
NC_031060	1887649	1887649-1	52726	Gordonia phage JSwag	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_031060	0.0054	0.0025	0.0050	448
NC_030695	1838070	1838070-1	52689	Gordonia phage KatherineG	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_030695	0.0044	0.0037	0.0023	449
NC_030698	1838079	1838079-1	52924	Gordonia phage Soups	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_030698	0.0054	0.0025	0.0	450
NC_030694	1838077	1838077-1	52684	Gordonia phage Rosalind	dsDNA	2055	Gordonia terrae	-	Actinomycetota	Prokaryote	NC_030694	0.0065	0.0025	0.0011	451
NC_054790	2599857	2599857-1	52202	Mycobacterium phage Anthony	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_054790	0.0	0.0	0.0	452
NC_028662	1690684	1690684-1	50418	Mycobacterium phage Phlei	dsDNA	1771	Mycolicibacterium phlei	-	Actinomycetota	Prokaryote	NC_028662	0.0039	0.0030	0.0	453
NC_055817	2652402	2652402-1	52466	Mycobacterium phage Jeeves	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_055817	0.0103	0.0038	0.0	454
NC_028849	1647300	1647300-1	53387	Mycobacterium phage Luchador	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028849	0.0034	0.0	0.0	455
NC_055858	2743994	2743994-1	53702	Mycobacterium phage Gail	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_055858	0.0102	0.0145	0.0	456
NC_054787	2250309	2250309-1	53420	Mycobacterium phage Steamy	dsDNA	1772	Mycolicibacterium smegmatis	-	Actinomycetota	Prokaryote	NC_054787	0.0103	0.0091	0.0	457
NC_054784	2530140	2530140-1	50346	Mycobacterium phage Pharaoh	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_054784	0.0094	0.0051	0.0	458
NC_054786	2517967	2517967-1	53594	Mycobacterium phage Refuge	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_054786	0.0	0.0075	0.0027	459
NC_054785	1912975	1912975-1	53432	Mycobacterium phage DarthPhader	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_054785	0.0033	0.0038	0.0	460
NC_054783	2656617	2656617-1	53277	Mycobacterium phage Yecey3	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_054783	0.0	0.0121	0.0	461
NC_023716	2902800	2902800-1	53177	Mycobacterium phage Alma	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023716	0.0068	0.0088	0.0053	462
NC_028965	1698417	1698417-1	53219	Mycobacterium phage Pioneer	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028965	0.0136	0.0103	0.0050	463
NC_042314	2920890	2920890-1	51339	Mycobacterium phage PackMan	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_042314	0.0098	0.0090	0.0075	464
NC_031238	1792253	1792253-1	53411	Mycobacterium phage Catalina	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_031238	0.0099	0.0103	0.0087	465
NC_031257	1805459	1805459-1	52428	Mycobacterium phage Mulciber	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_031257	0.0099	0.0024	0.0	466
