# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	619260	619601	-	HNGIBB_00650		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	619680	620192	-	HNGIBB_00651		hypothetical protein	PFAM:PF13302.13, PFAM:PF13508.13, PFAM:PF13673.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	620189	622861	-	HNGIBB_00652		Alanine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q2N9K5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	622968	623393	-	HNGIBB_00653		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1N6DS03
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	623496	624578	-	HNGIBB_00654	recA	Protein RecA	SO:0001217, UniRef:UniRef50_Q07809
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	624834	625067	+	HNGIBB_00655		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	625158	625763	+	HNGIBB_00656		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	625770	626642	-	HNGIBB_00657		Pirin family protein	SO:0001217, UniRef:UniRef50_A0A2C6DIW0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	626720	628234	-	HNGIBB_00658		Putative disulphide-isomerase	SO:0001217, UniRef:UniRef50_B8L5M7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	628398	629267	+	HNGIBB_00659		NADP-dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q5ZZ71
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	629328	630641	+	HNGIBB_00660		hypothetical protein	PFAM:PF04909.20
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	630638	631210	-	HNGIBB_00661		ASCH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C0SGM9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	631232	632539	-	HNGIBB_00662		hypothetical protein	PFAM:PF00112.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	632681	633283	+	HNGIBB_00663		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	633384	635978	-	HNGIBB_00664		histidine kinase	SO:0001217, UniRef:UniRef50_A0A1B1AEH0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	635992	637074	-	HNGIBB_00665	flhB	Flagellar biosynthetic protein FlhB	SO:0001217, UniRef:UniRef50_A0A924W077
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	637081	637836	-	HNGIBB_00666	fliR	Flagellar biosynthetic protein FliR	SO:0001217, UniRef:UniRef50_A0A539DDV4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	637840	638103	-	HNGIBB_00667	fliQ	Flagellar biosynthetic protein FliQ	SO:0001217, UniRef:UniRef50_V4RJC4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	638382	638480	+	HNGIBB_00668		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	638583	639407	-	HNGIBB_00669	fliP	Flagellar biosynthetic protein FliP	SO:0001217, UniRef:UniRef50_B1M7F3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	639404	639700	-	HNGIBB_00670	fliO	Flagellar biosynthetic protein FliO	SO:0001217, UniRef:UniRef50_A0A2W4WRC5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	639844	640254	+	HNGIBB_00671		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	640260	640670	+	HNGIBB_00672	flgC	Flagellar basal-body rod protein FlgC	SO:0001217, UniRef:UniRef50_A0A941CYM1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	640674	640979	+	HNGIBB_00673	fliE	Flagellar hook-basal body complex protein FliE	SO:0001217, UniRef:UniRef50_A0A1G9VIP5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	641135	641599	+	HNGIBB_00674		UPF0391 membrane protein U91I_03696	SO:0001217, UniRef:UniRef50_A0A1V1PUL5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	641848	642510	-	HNGIBB_00675		Aquaporin family protein	SO:0001217, UniRef:UniRef50_A0A516V399
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	642507	643025	-	HNGIBB_00676		Phosphotyrosine protein phosphatase I domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S8DA56
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	643022	643540	-	HNGIBB_00677		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_J3CJN7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	643537	643881	-	HNGIBB_00678		HTH arsR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A091ATF7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	644202	644798	+	HNGIBB_00679		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	644791	645705	+	HNGIBB_00680		hypothetical protein	PFAM:PF01656.29, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	645702	646067	+	HNGIBB_00681		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	646084	646509	-	HNGIBB_00682		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	646832	647017	-	HNGIBB_00683		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A6I6MNJ7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	647151	647852	-	HNGIBB_00684		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	647867	649786	-	HNGIBB_00685		1-deoxy-D-xylulose-5-phosphate synthase	SO:0001217, UniRef:UniRef50_A0A2E2U4F5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	650109	651167	-	HNGIBB_00686		DUF2855 domain-containing protein	SO:0001217, UniRef:UniRef50_Q0C3N0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	651369	653489	+	HNGIBB_00687		S9 family peptidase	SO:0001217, UniRef:UniRef50_A0A1B1ADN9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	653500	653814	-	HNGIBB_00688		Polyhydroxyalkanoic acid system protein	SO:0001217, UniRef:UniRef50_B0SYR5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	653855	654742	-	HNGIBB_00689		Polyprenyl synthetase	SO:0001217, UniRef:UniRef50_C6XI53
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	654942	656084	+	HNGIBB_00690		TIR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEI3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	656133	656513	-	HNGIBB_00691	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_A0A1B6ZAZ5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	656531	657718	-	HNGIBB_00692	pcpB	Pentachlorophenol 4-monooxygenase PcpB	SO:0001217, UniRef:UniRef50_A0A021X1D5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	657882	658523	+	HNGIBB_00693		hypothetical protein	PFAM:PF00440.29, PFAM:PF14246.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	658526	658894	-	HNGIBB_00694		hypothetical protein	PFAM:PF01588.26
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	658910	659155	-	HNGIBB_00695		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	659220	659837	-	HNGIBB_00696		Histidine phosphatase family protein	SO:0001217, UniRef:UniRef50_A0A1V1PQE9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	659882	660811	-	HNGIBB_00697		Histone deacetylase 14	SO:0001217, UniRef:UniRef50_C7DE32
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	660892	661269	-	HNGIBB_00698		hypothetical protein	PFAM:PF13670.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	661395	661724	+	HNGIBB_00699		hypothetical protein	PFAM:PF03413.25
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	661724	662383	+	HNGIBB_00700	phoP	Transcriptional regulatory protein phoP	SO:0001217, UniRef:UniRef50_J1K157
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	662380	663705	+	HNGIBB_00701		hypothetical protein	PFAM:PF02518.31
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	663805	663927	-	HNGIBB_00702		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	663954	664046	-	HNGIBB_00703		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	664236	666848	+	HNGIBB_00704		Aminopeptidase	SO:0001217, UniRef:UniRef50_A0A9D7D6J2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	666845	667594	-	HNGIBB_00705		Enoyl-CoA hydratase	SO:0001217, UniRef:UniRef50_A0A1V1PQP9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	667591	668016	-	HNGIBB_00706		hypothetical protein	PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF13412.12, PFAM:PF13463.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	668084	668851	-	HNGIBB_00707		hypothetical protein	PFAM:PF01061.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	669012	669935	-	HNGIBB_00708		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_K8P736
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	670067	671089	+	HNGIBB_00709		Exonuclease, DNA ligase-associated	SO:0001217, UniRef:UniRef50_A0AAD0EEZ2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	671086	672726	+	HNGIBB_00710		DNA ligase (ATP)	SO:0001217, UniRef:UniRef50_A0A0D6PBE7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	672745	673317	+	HNGIBB_00711		Chalcone isomerase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEK6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	673314	674180	-	HNGIBB_00712	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A2N7R0Q6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	674317	675003	+	HNGIBB_00713		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	675083	675814	+	HNGIBB_00714		DUF4190 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6MMR7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	675790	676104	-	HNGIBB_00715		UPF0145 protein DET1617	SO:0001217, UniRef:UniRef50_Q3Z637
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	676440	676697	-	HNGIBB_00716		DUF4190 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C4ZNJ1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	676732	677805	-	HNGIBB_00717	yflN	Putative metallo-hydrolase YflN	SO:0001217, UniRef:UniRef50_A0A2Z4UGE3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	677868	679493	-	HNGIBB_00718		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1V1PQY9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	679600	680241	+	HNGIBB_00719		Lipid/polyisoprenoid-binding YceI-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEM2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	680357	681052	+	HNGIBB_00720		Lipid/polyisoprenoid-binding YceI-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6MMJ4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	681052	682404	+	HNGIBB_00721		hypothetical protein	PFAM:PF01292.26, PFAM:PF04264.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	682401	683315	+	HNGIBB_00722		Threonylcarbamoyl-AMP synthase	SO:0001217, UniRef:UniRef50_F4QT53
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	683328	684716	+	HNGIBB_00723		Hydroxyacid dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2U2BUE0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	684897	685040	+	HNGIBB_00724		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	685182	685589	-	HNGIBB_00725		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	685640	686050	+	HNGIBB_00726		Phosphohydrolase	SO:0001217, UniRef:UniRef50_A0A1Q8FKA0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	686019	686702	-	HNGIBB_00727		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	686806	687024	+	HNGIBB_00728		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	687024	687413	+	HNGIBB_00729		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	687504	688724	+	HNGIBB_00730		Right handed beta helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V3HAT4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	688724	689851	+	HNGIBB_00731		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M7RQ21
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	689848	690456	+	HNGIBB_00732		hypothetical protein	PFAM:PF07377.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	690453	690890	-	HNGIBB_00733		MAPEG family protein	SO:0001217, UniRef:UniRef50_A0A1B1AEN3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	691018	691572	+	HNGIBB_00734		UPF0114 protein ATE48_03290	SO:0001217, UniRef:UniRef50_A0A1B1AEP2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	691601	692188	-	HNGIBB_00735		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	692258	692887	+	HNGIBB_00736		Phospholipid/glycerol acyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P2EB86
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	692877	693773	-	HNGIBB_00737		Putative hydrolase or acyltransferase of alpha/beta superfamily	SO:0001217, UniRef:UniRef50_J2VHH5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	693898	694539	-	HNGIBB_00738		hypothetical protein	PFAM:PF11604.15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	694664	696454	-	HNGIBB_00739		Arginine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q9A347
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	696512	697177	-	HNGIBB_00740		Tat pathway signal sequence domain protein	SO:0001217, UniRef:UniRef50_A0A1B1AEN4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	697223	698284	+	HNGIBB_00741		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_Q5FUH7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	698281	699135	+	HNGIBB_00742		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	699139	700095	+	HNGIBB_00743		Homoserine kinase	SO:0001217, UniRef:UniRef50_Q8UHA8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	700085	700525	+	HNGIBB_00744		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	700522	700962	+	HNGIBB_00745		Ribonuclease H	SO:0001217, UniRef:UniRef50_Q73K21
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	701114	701590	+	HNGIBB_00746		hypothetical protein	PFAM:PF19780.4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	701660	702814	+	HNGIBB_00747		Twin-arginine translocation pathway signal protein	SO:0001217, UniRef:UniRef50_A0A1B1AEQ6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	702811	703263	+	HNGIBB_00748		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4QVG4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	703260	703712	-	HNGIBB_00749		NfeD-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEP1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	703752	704708	-	HNGIBB_00750	qmcA	Protein QmcA	SO:0001217, UniRef:UniRef50_P0AA53
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	704772	705254	-	HNGIBB_00751		Glutathione-dependent peroxiredoxin	SO:0001217, UniRef:UniRef50_A0A1X9YD12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	705360	705920	+	HNGIBB_00752		UPF0301 protein ATE48_03390	SO:0001217, UniRef:UniRef50_A0A1B1AEN9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	705985	706215	-	HNGIBB_00753		DUF1272 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A494T8X4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	706215	706898	-	HNGIBB_00754		Cyclohexyl-isocyanide hydratase	SO:0001217, UniRef:UniRef50_B5RKI5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	706952	707920	+	HNGIBB_00755		Cyclohexyl-isocyanide hydratase	SO:0001217, UniRef:UniRef50_A0A1Y0V0L3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	707952	708764	+	HNGIBB_00756		Short-chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A062USN3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	708768	709967	-	HNGIBB_00757	sleB	Cell wall hydrolase SleB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEP4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	710161	712821	-	HNGIBB_00758		Pyruvate, phosphate dikinase	SO:0001217, UniRef:UniRef50_J7QMV6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	713001	715145	-	HNGIBB_00759		Glycine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_A0A1Q3J9A0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	715145	715729	-	HNGIBB_00760		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	715726	716604	-	HNGIBB_00761		Glycine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_Q182B9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	716645	717529	-	HNGIBB_00762		hypothetical protein	PFAM:PF00561.26, PFAM:PF00756.26, PFAM:PF12146.15, PFAM:PF12697.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	717592	718032	-	HNGIBB_00763		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	718043	718255	-	HNGIBB_00764		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P2E8L4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	718252	718659	-	HNGIBB_00765		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	718669	718860	-	HNGIBB_00766		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	718999	719565	+	HNGIBB_00767		Ribonuclease HII	SO:0001217, UniRef:UniRef50_A0A9D8C993
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	719543	720316	+	HNGIBB_00768		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	720397	721485	+	HNGIBB_00769		Methyltransferase	SO:0001217, UniRef:UniRef50_A0A501PG86
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	721650	722024	+	HNGIBB_00770		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	722193	722882	+	HNGIBB_00771		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1B1AEQ3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	723048	724061	+	HNGIBB_00772		Sulfate-binding protein	SO:0001217, UniRef:UniRef50_A0A085JN90
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	724143	726014	+	HNGIBB_00773		Aminopeptidase N	SO:0001217, UniRef:UniRef50_A0A838Q7B5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	726726	726989	-	HNGIBB_00774		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	727251	727757	-	HNGIBB_00775		Isoprenylcysteine carboxyl methyltransferase	SO:0001217, UniRef:UniRef50_C3MEV5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	727763	728242	-	HNGIBB_00776		CENP-V/GFA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0T6ZI73
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	728239	728385	-	HNGIBB_00777		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	728382	729437	-	HNGIBB_00778		Adenine DNA glycosylase	SO:0001217, UniRef:UniRef50_A0A9D6KVI6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	729487	730038	+	HNGIBB_00779		DUF721 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AEQ5
