#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	986200	988665	-	HNGIBB_01076	89.5	4.4	PF00593.30|TonB_dep_Rec_b-barrel, PF07715.20|Plug	PFAM:PF00593.30, PFAM:PF07715.20
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	993567	993953	+	HNGIBB_01080	13.5	4.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	994015	994416	+	HNGIBB_01081	14.0	4.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	995052	997187	-	HNGIBB_01083	74.9	4.9	PF02683.22|DsbD_TM, PF11412.14|DsbD_N, PF13899.12|Thioredoxin_7	PFAM:PF02683.22, PFAM:PF11412.14, PFAM:PF13899.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1001921	1002346	+	HNGIBB_01087	15.0	11.2	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1002343	1004157	+	HNGIBB_01088	64.3	9.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1006210	1006605	-	HNGIBB_01090	15.1	10.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1009617	1010303	-	HNGIBB_01095	25.2	11.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1011253	1011795	+	HNGIBB_01097	19.0	9.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1012788	1013099	+	HNGIBB_01099	11.7	5.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1013686	1013934	+	HNGIBB_01101	8.4	5.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1015802	1016923	-	HNGIBB_01104	39.0	4.9		SO:0001217, UniRef:UniRef50_A0A6I6MLU0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1017187	1017525	+	HNGIBB_01105	11.9	5.7		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1017586	1017933	-	HNGIBB_01106	12.7	6.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1018826	1019239	-	HNGIBB_01108	14.9	9.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1019315	1020160	-	HNGIBB_01109	29.8	4.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1021369	1021785	+	HNGIBB_01111	15.5	10.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1023892	1024548	+	HNGIBB_01114	22.8	8.9	PF13441.11|Gly-zipper_YMGG, PF13488.11|Gly-zipper_Omp	PFAM:PF13441.11, PFAM:PF13488.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1031780	1032469	+	HNGIBB_01124	24.4	5.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1037579	1040296	+	HNGIBB_01129	93.5	4.1	PF00353.25|HemolysinCabind	PFAM:PF00353.25
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1040358	1043285	+	HNGIBB_01130	100.2	4.1	PF00353.25|HemolysinCabind	PFAM:PF00353.25
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1043354	1044160	-	HNGIBB_01131	29.0	5.4	PF00515.34|TPR_1, PF07719.23|TPR_2, PF07721.20|TPR_4, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF07721.20, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1045625	1045999	-	HNGIBB_01133	13.8	5.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1045996	1046541	-	HNGIBB_01134	19.7	9.2	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1046844	1047215	+	HNGIBB_01135	13.6	10.2	PF01047.28|MarR, PF09339.16|HTH_IclR, PF13463.12|HTH_27, PF22381.2|Staph_reg_Sar_Rot	PFAM:PF01047.28, PFAM:PF09339.16, PFAM:PF13463.12, PFAM:PF22381.2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1048792	1049346	-	HNGIBB_01138	19.6	4.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1051230	1052096	-	HNGIBB_01141	32.0	9.6	PF01936.24|NYN	PFAM:PF01936.24
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1054549	1055952	-	HNGIBB_01146	49.2	6.6	PF00144.29|Beta-lactamase	PFAM:PF00144.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1058895	1059005	-	HNGIBB_01150	3.7	4.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1059160	1059627	+	HNGIBB_01151	16.7	4.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1060337	1060831	+	HNGIBB_01153	17.6	10.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1063020	1063247	+	HNGIBB_01156	7.8	9.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1063304	1063525	+	HNGIBB_01157	6.9	4.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1069171	1071069	-	HNGIBB_01165	66.4	4.3	PF00656.27|Peptidase_C14, PF04151.21|PPC	PFAM:PF00656.27, PFAM:PF04151.21
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1073842	1074369	+	HNGIBB_01167	18.2	4.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1074456	1074902	+	HNGIBB_01168	15.7	4.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1075658	1077598	+	HNGIBB_01170	70.1	8.5	PF02518.31|HATPase_c	PFAM:PF02518.31
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1079708	1080322	-	HNGIBB_01173	21.6	4.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1085533	1086345	-	HNGIBB_01180	29.3	7.0	PF01817.26|CM_2	PFAM:PF01817.26
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1091290	1091844	-	HNGIBB_01186	20.8	5.7	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1093376	1094134	+	HNGIBB_01188	28.7	9.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1100917	1101330	-	HNGIBB_01195	14.7	8.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1115420	1115965	+	HNGIBB_01206	18.6	4.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1116564	1116824	+	HNGIBB_01208	9.6	11.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1121373	1122860	+	HNGIBB_01212	53.5	7.3	PF00535.33|Glycos_transf_2, PF13506.12|Glyco_transf_21, PF13632.12|Glyco_trans_2_3, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13506.12, PFAM:PF13632.12, PFAM:PF13641.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1122879	1123565	+	HNGIBB_01213	24.5	7.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1132140	1132394	-	HNGIBB_01220	9.2	5.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1132554	1132829	+	HNGIBB_01221	9.4	5.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1133266	1133823	+	HNGIBB_01223	21.1	8.7	PF04542.20|Sigma70_r2, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF08281.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1136544	1136915	+	HNGIBB_01226	12.5	9.7	PF04234.18|CopC	PFAM:PF04234.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1136936	1137292	+	HNGIBB_01227	12.3	9.7	PF04234.18|CopC	PFAM:PF04234.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1137292	1138146	+	HNGIBB_01228	28.9	10.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1139580	1140752	-	HNGIBB_01230	41.4	11.4	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1148227	1148865	-	HNGIBB_01237	22.8	6.3	PF00036.39|EF-hand_1, PF10591.15|SPARC_Ca_bdg, PF13202.12|EF-hand_5, PF13405.12|EF-hand_6, PF13499.12|EF-hand_7	PFAM:PF00036.39, PFAM:PF10591.15, PFAM:PF13202.12, PFAM:PF13405.12, PFAM:PF13499.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1153106	1154014	-	HNGIBB_01243	30.8	5.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1154026	1154133	-	HNGIBB_01244	3.7	11.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1155329	1155721	+	HNGIBB_01246	14.5	4.7		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1156264	1157037	-	HNGIBB_01248	27.3	5.8	PF07536.20|HWE_HK, PF13581.12|HATPase_c_2	PFAM:PF07536.20, PFAM:PF13581.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1157081	1157266	-	HNGIBB_01249	7.0	5.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1157346	1157489	-	HNGIBB_01250	4.7	8.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1157706	1157924	+	HNGIBB_01251	7.9	11.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1161124	1161501	+	HNGIBB_01255	13.0	9.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1161508	1162518	-	HNGIBB_01256	38.3	5.9	PF00756.26|Esterase	PFAM:PF00756.26
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1180398	1180871	-	HNGIBB_01269	16.2	7.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1181342	1182073	-	HNGIBB_01271	26.2	5.4	PF13676.11|TIR_2	PFAM:PF13676.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1182133	1182603	-	HNGIBB_01272	16.0	7.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1182600	1183403	-	HNGIBB_01273	29.5	6.4	PF00326.27|Peptidase_S9, PF12146.15|Hydrolase_4	PFAM:PF00326.27, PFAM:PF12146.15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1185874	1186401	+	HNGIBB_01277	19.7	9.8	PF10756.15|bPH_6	PFAM:PF10756.15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1192495	1193247	-	HNGIBB_01285	27.0	9.6	PF02397.22|Bac_transf	PFAM:PF02397.22
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1195889	1196320	-	HNGIBB_01288	15.1	10.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1202347	1203327	+	HNGIBB_01294	36.0	6.8	PF03372.29|Exo_endo_phos	PFAM:PF03372.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1203461	1203724	+	HNGIBB_01295	8.8	4.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1203805	1204218	+	HNGIBB_01296	14.5	4.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1207395	1208336	+	HNGIBB_01299	36.1	6.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1210117	1210899	-	HNGIBB_01302	28.6	10.1	PF02397.22|Bac_transf	PFAM:PF02397.22
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1211094	1213286	-	HNGIBB_01303	79.1	5.4	PF01656.29|CbiA, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF09140.17, PFAM:PF13614.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1213878	1214069	+	HNGIBB_01304	6.9	11.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1214158	1215171	+	HNGIBB_01305	37.7	9.1	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1215168	1216355	-	HNGIBB_01306	43.2	7.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1217648	1218979	+	HNGIBB_01308	48.9	9.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1218976	1220895	-	HNGIBB_01309	71.0	6.0	PF00733.27|Asn_synthase, PF13522.11|GATase_6, PF13537.11|GATase_7	PFAM:PF00733.27, PFAM:PF13522.11, PFAM:PF13537.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1222188	1223429	-	HNGIBB_01311	45.1	5.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1224070	1224429	-	HNGIBB_01313	13.2	4.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1224458	1224970	+	HNGIBB_01314	18.3	5.9	PF00072.30|Response_reg	PFAM:PF00072.30
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1225012	1225653	+	HNGIBB_01315	22.9	5.6	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1226375	1227682	-	HNGIBB_01317	47.4	9.6	PF01551.29|Peptidase_M23, PF19425.4|Csd3_N2	PFAM:PF01551.29, PFAM:PF19425.4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1231402	1231605	+	HNGIBB_01319	7.2	4.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1232374	1232625	+	HNGIBB_01321	9.0	5.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1235219	1235452	+	HNGIBB_01323	8.3	5.0		SO:0001217, UniRef:UniRef50_A0A1B1AG15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1240415	1240849	-	HNGIBB_01327	15.5	4.6	PF00254.34|FKBP_C	PFAM:PF00254.34
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1241771	1242757	+	HNGIBB_01329	36.2	9.6	PF13480.13|Acetyltransf_6	PFAM:PF13480.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1246389	1246676	+	HNGIBB_01333	10.6	4.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1246745	1247554	+	HNGIBB_01334	29.4	6.2	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1247616	1248083	+	HNGIBB_01335	16.6	9.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1248080	1248373	+	HNGIBB_01336	10.7	6.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1248413	1248910	+	HNGIBB_01337	17.2	9.0	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13181.12|TPR_8, PF13414.12|TPR_11, PF13428.12|TPR_14, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13428.12, PFAM:PF13432.12, PFAM:PF14559.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1249825	1250316	-	HNGIBB_01339	17.3	10.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1252384	1253145	+	HNGIBB_01341	27.5	4.9		SO:0001217, UniRef:UniRef50_A0A7Y8MET7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1255807	1256904	-	HNGIBB_01344	39.1	5.4	PF00144.29|Beta-lactamase	PFAM:PF00144.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1257057	1257923	+	HNGIBB_01345	31.8	4.9	PF00036.39|EF-hand_1, PF13202.12|EF-hand_5, PF13405.12|EF-hand_6	PFAM:PF00036.39, PFAM:PF13202.12, PFAM:PF13405.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1258451	1258747	-	HNGIBB_01346	10.5	6.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1258744	1258914	-	HNGIBB_01347	6.0	11.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1258975	1259946	-	HNGIBB_01348	36.9	9.8	PF12760.12|Zn_ribbon_IS1595, PF12762.13|DDE_Tnp_IS1595	PFAM:PF12760.12, PFAM:PF12762.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1260046	1260567	-	HNGIBB_01349	20.0	5.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1261124	1261810	+	HNGIBB_01351	26.5	10.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1261817	1262572	+	HNGIBB_01352	27.7	5.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1262883	1262975	+	HNGIBB_01353	3.1	8.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1263179	1263286	+	HNGIBB_01354	3.6	10.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1263602	1263694	+	HNGIBB_01355	3.0	8.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1263869	1263961	+	HNGIBB_01356	3.2	9.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1281393	1282574	+	HNGIBB_01369	40.7	7.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1283071	1283280	-	HNGIBB_01370	7.6	5.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1283280	1283369	-	HNGIBB_01371	3.1	9.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1283366	1283545	-	HNGIBB_01372	6.7	12.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1283644	1283907	-	HNGIBB_01373	9.5	10.2		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1283992	1284798	+	HNGIBB_01374	29.8	8.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1288566	1288757	+	HNGIBB_01378	7.2	11.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1290430	1291548	+	HNGIBB_01380	41.2	5.7	PF00515.34|TPR_1, PF03704.23|BTAD, PF07719.23|TPR_2, PF10516.15|SHNi-TPR, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF03704.23, PFAM:PF07719.23, PFAM:PF10516.15, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1293919	1294407	-	HNGIBB_01384	17.8	5.0	PF01243.27|PNPOx_N, PF16242.11|Pyrid_ox_like	PFAM:PF01243.27, PFAM:PF16242.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1294422	1294832	-	HNGIBB_01385	14.7	6.0		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1296181	1296702	-	HNGIBB_01387	18.5	5.9	PF07705.17|CARDB	PFAM:PF07705.17
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1296782	1296883	-	HNGIBB_01388	3.5	9.5		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1296946	1297233	-	HNGIBB_01389	10.4	6.7	PF22294.1|DUF6966	PFAM:PF22294.1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1299403	1300299	-	HNGIBB_01392	33.5	5.8		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1300420	1300992	+	HNGIBB_01393	20.4	9.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1301075	1303141	+	HNGIBB_01394	74.9	6.4	PF09826.15|Beta_propel	PFAM:PF09826.15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1304105	1308220	+	HNGIBB_01396	149.8	5.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1308217	1311153	+	HNGIBB_01397	110.7	6.1		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1311158	1312639	+	HNGIBB_01398	53.4	5.4		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1312651	1314741	+	HNGIBB_01399	75.5	6.9		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1314772	1316097	+	HNGIBB_01400	47.4	6.1	PF01734.28|Patatin	PFAM:PF01734.28
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1318572	1319036	-	HNGIBB_01402	17.1	5.3		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1320656	1320964	-	HNGIBB_01405	11.3	10.6		
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	1321061	1322269	+	HNGIBB_01406	44.6	5.2		
