# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	807892	809448	-	HNGIBB_00869	694.0	3.4e-247	0.996	0.851	0.731	UniRef:UniRef50_A0A6I6MHP4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	809607	809993	-	HNGIBB_00870	161.0	2.7e-50	0.914	0.867	0.607	UniRef:UniRef50_B1G9P9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	809990	810385	-	HNGIBB_00871	194.0	3.0e-63	0.992	0.855	0.731	UniRef:UniRef50_A0A0N9V704
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	810430	810843	-	HNGIBB_00872	140.0	1.0e-41	0.978	0.882	0.537	UniRef:UniRef50_A0A366FIS8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	810864	811307	-	HNGIBB_00873	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	811368	812789	-	HNGIBB_00874	442.0	4.0e-151	0.996	1.100	0.554	UniRef:UniRef50_P09062
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	812791	813804	-	HNGIBB_00875	494.0	4.7e-174	0.982	0.803	0.701	UniRef:UniRef50_P09061
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	813808	815052	-	HNGIBB_00876	523.0	2.9e-183	0.969	0.834	0.656	UniRef:UniRef50_P09060
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	815052	816083	-	HNGIBB_00877	296.0	5.8e-97	0.994	0.924	0.534	UniRef:UniRef50_V4P6A0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	816080	817867	-	HNGIBB_00878	627.0	1.2e-218	0.956	0.866	0.562	UniRef:UniRef50_A0A0R0DZW1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	818078	818848	-	HNGIBB_00879	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	818849	820378	-	HNGIBB_00880	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	820499	820906	-	HNGIBB_00881	113.0	2.3e-31	0.800	0.885	0.519	UniRef:UniRef50_H6MWP0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	820906	821289	-	HNGIBB_00882	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	821286	821744	-	HNGIBB_00883	159.0	3.5e-49	0.836	0.888	0.583	UniRef:UniRef50_A0A840A714
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	821754	822005	-	HNGIBB_00884	115.0	9.0e-34	0.964	0.952	0.700	UniRef:UniRef50_A0A095C6J7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	822007	822411	-	HNGIBB_00885	187.0	1.4e-60	0.963	0.896	0.674	UniRef:UniRef50_A0A916MPM4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	822430	822903	-	HNGIBB_00886	209.0	3.0e-68	0.904	0.807	0.718	UniRef:UniRef50_A0A1L3EUS0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	822928	824394	-	HNGIBB_00887	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	tRNA	824490	824566	-	HNGIBB_00888	86.0	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	824679	825278	-	HNGIBB_00889	237.0	7.9e-78	1.0	0.854	0.583	UniRef:UniRef50_A0A143PH27
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	825285	826295	-	HNGIBB_00890	340.0	5.5e-114	0.961	0.848	0.588	UniRef:UniRef50_E0TH72
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	826344	828131	+	HNGIBB_00891	583.0	2.9e-201	0.961	0.872	0.559	UniRef:UniRef50_A0A9D7HB09
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	828106	828561	-	HNGIBB_00892	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	828639	829613	-	HNGIBB_00893	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	829658	831100	-	HNGIBB_00894	624.0	9.1e-222	1.010	1.002	0.703	UniRef:UniRef50_A0A6I6MTH2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	831298	831405	+	HNGIBB_00895	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	831665	832060	+	HNGIBB_00896	155.0	1.3e-47	0.992	0.872	0.669	UniRef:UniRef50_A0A2W4ZGN9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	832087	833982	+	HNGIBB_00897	848.0	3.0e-305	0.997	0.968	0.706	UniRef:UniRef50_A0A7C4VE32
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	833985	834617	+	HNGIBB_00898	231.0	4.6e-75	0.976	0.804	0.610	UniRef:UniRef50_A0A5J6MCW5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	834650	835702	+	HNGIBB_00899	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	835748	836677	+	HNGIBB_00900	413.0	9.6e-144	0.942	0.864	0.718	UniRef:UniRef50_Q9ABE5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	836652	837830	+	HNGIBB_00901	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	837827	838465	+	HNGIBB_00902	261.0	2.7e-87	0.976	0.920	0.618	UniRef:UniRef50_A0A7C4VIC4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	838469	839056	-	HNGIBB_00903	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	839141	839977	+	HNGIBB_00904	318.0	1.1e-107	1.004	0.986	0.609	UniRef:UniRef50_A0A2D7Y570
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	839974	840324	-	HNGIBB_00905	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	840350	841582	-	HNGIBB_00906	438.0	1.4e-150	0.990	0.949	0.569	UniRef:UniRef50_A0A1B1AF06
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	841629	842774	+	HNGIBB_00907	346.0	4.4e-115	1.005	0.901	0.514	UniRef:UniRef50_Q0BUB7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	842759	843502	-	HNGIBB_00908	252.0	7.8e-82	0.988	0.805	0.557	UniRef:UniRef50_Q8UIC9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	843510	844064	-	HNGIBB_00909	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	844107	845039	-	HNGIBB_00910	331.0	7.1e-112	0.965	0.984	0.579	UniRef:UniRef50_A0A1Y5SG95
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	845108	846076	+	HNGIBB_00911	461.0	7.1e-162	0.953	0.808	0.775	UniRef:UniRef50_A0A6I6MNS7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	846157	846783	-	HNGIBB_00912	326.0	1.4e-112	1.0	0.835	0.774	UniRef:UniRef50_A0A1B1AF30
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	846945	847481	-	HNGIBB_00913	188.0	1.8e-59	0.876	0.808	0.603	UniRef:UniRef50_Q92SH6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	847600	848106	+	HNGIBB_00914	220.0	5.7e-72	0.982	0.821	0.667	UniRef:UniRef50_A0A1B1AF53
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	848103	848417	-	HNGIBB_00915	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	ncRNA	848530	848627	+	HNGIBB_00916	56.7	4.1e-09	-	-	-	RFAM:RF00169
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	848757	849851	+	HNGIBB_00917	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	849848	851182	-	HNGIBB_00918	643.0	1.3e-230	0.971	0.954	0.738	UniRef:UniRef50_A0A126R7J2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	851588	852220	+	HNGIBB_00919	231.0	7.3e-75	0.952	0.806	0.565	UniRef:UniRef50_K8P6F3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	852217	853659	-	HNGIBB_00920	542.0	7.0e-190	0.948	0.960	0.629	UniRef:UniRef50_A0A1V1PQ09
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	853756	855546	+	HNGIBB_00921	540.0	1.0e-184	1.0	0.931	0.529	UniRef:UniRef50_A0A2P2E810
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	855560	855883	+	HNGIBB_00922	110.0	6.7e-31	0.991	0.964	0.538	UniRef:UniRef50_Q0C592
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	855886	856635	+	HNGIBB_00923	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	856646	857257	+	HNGIBB_00924	236.0	2.6e-77	0.975	0.850	0.616	UniRef:UniRef50_A5G016
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	857331	857729	+	HNGIBB_00925	151.0	2.6e-46	0.962	0.882	0.591	UniRef:UniRef50_A0A2G8RI69
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	857734	857973	-	HNGIBB_00926	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	858109	858429	-	HNGIBB_00927	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	858466	860085	-	HNGIBB_00928	709.0	2.8e-252	1.013	0.869	0.679	UniRef:UniRef50_D3JV03
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	860188	861927	+	HNGIBB_00929	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	861991	862200	+	HNGIBB_00930	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	862246	862434	+	HNGIBB_00931	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	862457	863461	+	HNGIBB_00932	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	863458	864516	-	HNGIBB_00933	458.0	3.0e-160	0.991	0.933	0.613	UniRef:UniRef50_A0A6I6MHK9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	864513	864740	-	HNGIBB_00934	88.6	3.4e-23	1.0	0.987	0.653	UniRef:UniRef50_A0A1B1AF43
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	864741	865193	-	HNGIBB_00935	200.0	3.7e-65	1.040	1.0	0.679	UniRef:UniRef50_A0A1B1AF72
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	865190	866668	-	HNGIBB_00936	695.0	1.5e-249	0.998	0.996	0.709	UniRef:UniRef50_A0A6I6MKB7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	866814	867536	-	HNGIBB_00937	236.0	2.6e-76	0.992	0.912	0.500	UniRef:UniRef50_A0A4R5D4Y8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	867585	868034	-	HNGIBB_00938	159.0	7.6e-49	0.940	0.875	0.543	UniRef:UniRef50_A0A397Q5K1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	868098	869369	-	HNGIBB_00939	600.0	4.0e-214	0.981	0.963	0.670	UniRef:UniRef50_A0A966IMM2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	869596	870975	+	HNGIBB_00940	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	870978	872942	+	HNGIBB_00941	900.0	0.0	0.991	0.854	0.699	UniRef:UniRef50_Q49115
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	872935	873486	+	HNGIBB_00942	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	873465	874118	-	HNGIBB_00943	265.0	1.4e-88	0.977	0.902	0.660	UniRef:UniRef50_A0A1B1AF51
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	874190	874936	+	HNGIBB_00944	263.0	7.8e-87	0.988	0.911	0.576	UniRef:UniRef50_A0A6I6MRW6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	874933	875817	-	HNGIBB_00945	329.0	2.8e-111	0.949	0.900	0.652	UniRef:UniRef50_A0A1B1AF59
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	876127	877965	+	HNGIBB_00946	866.0	4.1e-312	0.967	0.873	0.723	UniRef:UniRef50_B6IX11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	878022	878867	-	HNGIBB_00947	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	878987	879772	-	HNGIBB_00948	285.0	2.1e-94	0.985	0.803	0.576	UniRef:UniRef50_Q7D0S5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	879875	880255	+	HNGIBB_00949	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	880252	880347	-	HNGIBB_00950	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	880415	880873	+	HNGIBB_00951	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	880870	881901	-	HNGIBB_00952	394.0	1.2e-134	0.977	0.815	0.579	UniRef:UniRef50_A0A062UNS6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	882090	883010	+	HNGIBB_00953	287.0	2.5e-94	0.918	0.831	0.541	UniRef:UniRef50_A0A4P1KFI5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	883011	883919	-	HNGIBB_00954	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	883927	884706	-	HNGIBB_00955	387.0	1.1e-135	1.015	1.004	0.734	UniRef:UniRef50_A0A941PQM6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	884814	885236	+	HNGIBB_00956	132.0	1.7e-38	0.950	0.881	0.564	UniRef:UniRef50_A0A1U9JSN0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	885240	886025	-	HNGIBB_00957	383.0	7.8e-134	1.004	1.0	0.752	UniRef:UniRef50_A0A1B1AF67
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	886098	887426	-	HNGIBB_00958	597.0	3.3e-212	0.984	0.916	0.768	UniRef:UniRef50_A0A3D2W1B7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	887530	887730	+	HNGIBB_00959	93.2	2.9e-25	0.924	0.897	0.721	UniRef:UniRef50_A0A1B1AF69
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	887723	888295	+	HNGIBB_00960	206.0	2.9e-66	1.063	1.0	0.584	UniRef:UniRef50_P53523
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	888295	888717	+	HNGIBB_00961	124.0	5.7e-35	1.0	0.843	0.550	UniRef:UniRef50_A0A1V1PQF3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	888851	889036	-	HNGIBB_00962	62.4	3.3e-13	0.934	0.891	0.561	UniRef:UniRef50_Q8PEB1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	889093	889818	-	HNGIBB_00963	270.0	2.6e-89	0.983	0.835	0.599	UniRef:UniRef50_P50205
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	889957	890370	+	HNGIBB_00964	142.0	3.3e-42	1.0	0.851	0.584	UniRef:UniRef50_R0EEV9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	890484	891023	+	HNGIBB_00965	180.0	4.7e-56	0.978	0.888	0.514	UniRef:UniRef50_Q0ASW2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	891056	891427	+	HNGIBB_00966	150.0	2.7e-46	1.008	0.932	0.597	UniRef:UniRef50_M9RQK8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	891624	891893	+	HNGIBB_00967	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	892044	893216	-	HNGIBB_00968	465.0	1.2e-160	1.005	0.805	0.625	UniRef:UniRef50_P14611
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	893476	894123	+	HNGIBB_00969	199.0	4.2e-62	1.033	0.867	0.518	UniRef:UniRef50_Q9AAT5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	894199	895218	+	HNGIBB_00970	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	895228	896043	-	HNGIBB_00971	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	896189	896884	+	HNGIBB_00972	277.0	2.6e-92	0.978	0.816	0.571	UniRef:UniRef50_S2KME8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	896881	898305	-	HNGIBB_00973	837.0	1.0e-304	1.0	0.826	0.878	UniRef:UniRef50_A0A0Q8N5J1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	898376	898609	+	HNGIBB_00974	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	898612	898947	-	HNGIBB_00975	136.0	9.4e-41	1.0	0.847	0.694	UniRef:UniRef50_A0A1B1AF65
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	899149	899589	-	HNGIBB_00976	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	899670	900362	-	HNGIBB_00977	258.0	1.2e-84	1.0	0.813	0.596	UniRef:UniRef50_K2JKL1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	900520	902262	+	HNGIBB_00978	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	902222	903145	-	HNGIBB_00979	318.0	1.9e-106	0.967	0.856	0.603	UniRef:UniRef50_A0A1B1AF81
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	903285	903707	+	HNGIBB_00980	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	903712	905643	-	HNGIBB_00981	924.0	0.0	0.997	0.865	0.713	UniRef:UniRef50_Q9AAX8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	905640	906011	-	HNGIBB_00982	215.0	4.9e-72	1.0	1.0	0.805	UniRef:UniRef50_A0A9D7D2C5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	906163	906489	-	HNGIBB_00983	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	906492	906782	-	HNGIBB_00984	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	906849	907250	-	HNGIBB_00985	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	907247	907570	-	HNGIBB_00986	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	907609	908046	-	HNGIBB_00987	182.0	8.0e-58	0.986	0.872	0.678	UniRef:UniRef50_A0A069E443
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	908111	908611	+	HNGIBB_00988	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	908591	909049	-	HNGIBB_00989	226.0	2.1e-75	1.0	1.013	0.730	UniRef:UniRef50_A0A1B1AF89
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	909055	909504	-	HNGIBB_00990	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	909567	910367	-	HNGIBB_00991	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	910545	911048	+	HNGIBB_00992	238.0	2.4e-79	0.886	0.846	0.743	UniRef:UniRef50_A0A6I6MM72
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	911233	911442	+	HNGIBB_00993	78.2	3.3e-19	1.0	0.945	0.522	UniRef:UniRef50_A0A6A7ZIP5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	911547	911738	+	HNGIBB_00994	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	911815	912402	-	HNGIBB_00995	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	912641	913036	+	HNGIBB_00996	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	913033	914277	-	HNGIBB_00997	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	914347	915726	-	HNGIBB_00998	439.0	1.4e-149	1.041	1.006	0.508	UniRef:UniRef50_A0A1Z7YNF0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	915911	916525	+	HNGIBB_00999	218.0	1.1e-70	0.868	0.863	0.593	UniRef:UniRef50_A0A2U8BSE7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	916527	917039	-	HNGIBB_01000	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	917404	918126	-	HNGIBB_01001	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	918197	919108	-	HNGIBB_01002	311.0	7.6e-104	0.924	0.816	0.536	UniRef:UniRef50_D8JSR1
