gene	start	stop	strand	contig	score	partial	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0044	29939	29694	-	SRR35808553_ctg921|provirus_1054300_1093930	23.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0045	30226	29936	-	SRR35808553_ctg921|provirus_1054300_1093930	54.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0046	30560	30291	-	SRR35808553_ctg921|provirus_1054300_1093930	72.1	00	379	75.0	0.427	3.56e-18	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	379	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0047	30811	30557	-	SRR35808553_ctg921|provirus_1054300_1093930	29.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0048	31032	30796	-	SRR35808553_ctg921|provirus_1054300_1093930	49.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0049	31649	31032	-	SRR35808553_ctg921|provirus_1054300_1093930	122.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0050	31875	31621	-	SRR35808553_ctg921|provirus_1054300_1093930	40.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0051	32260	31880	-	SRR35808553_ctg921|provirus_1054300_1093930	66.3	00	2113	44.0	0.308	1.368e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2113	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0052	33041	32271	-	SRR35808553_ctg921|provirus_1054300_1093930	96.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0053	33392	33057	-	SRR35808553_ctg921|provirus_1054300_1093930	66.9	00	2041	49.0	0.309	2.118e-09	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2041	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0054	34659	33394	-	SRR35808553_ctg921|provirus_1054300_1093930	230.2	00	296	70.0	0.213	1.33e-14	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	296	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#fea328	DNA transposition protein	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0055	36548	34785	-	SRR35808553_ctg921|provirus_1054300_1093930	295.6	00	310	242.0	0.317	8.765e-69	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	310	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0056	37488	36550	-	SRR35808553_ctg921|provirus_1054300_1093930	170.5	00	1748	113.0	0.311	8.222999999999999e-29	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1748	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0057	37846	37517	-	SRR35808553_ctg921|provirus_1054300_1093930	56.3	00	1368	56.0	0.36	3.276e-12	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1368	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0058	38325	37843	-	SRR35808553_ctg921|provirus_1054300_1093930	87.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0059	38790	38434	-	SRR35808553_ctg921|provirus_1054300_1093930	7.4	00	769	51.0	0.408	1.249e-10	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	769	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808553_ctg921|provirus_1054300_1093930_CDS_0060	38867	39631	+	SRR35808553_ctg921|provirus_1054300_1093930	71.5	00	4836	46.0	0.269	2.094e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4836	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#a861e3	CII-like regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0001	1	615	+	SRR35808611_ctg78|provirus_2163821_2228021	10.4	10	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0002	866	2272	+	SRR35808611_ctg78|provirus_2163821_2228021	70.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0003	2309	3019	+	SRR35808611_ctg78|provirus_2163821_2228021	17.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0004	3658	4314	+	SRR35808611_ctg78|provirus_2163821_2228021	51.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0005	4448	5779	+	SRR35808611_ctg78|provirus_2163821_2228021	191.3	00	1499	99.0	0.208	2.4999999999999998e-23	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1499	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0006	5982	6314	+	SRR35808611_ctg78|provirus_2163821_2228021	10.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0007	6311	7189	+	SRR35808611_ctg78|provirus_2163821_2228021	76.8	00	16901	85.0	0.309	1.014e-19	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16901	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0008	7186	7596	+	SRR35808611_ctg78|provirus_2163821_2228021	14.7	00	1934	85.0	0.491	2.618e-21	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1934	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0009	7593	7901	+	SRR35808611_ctg78|provirus_2163821_2228021	23.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0010	7898	8278	+	SRR35808611_ctg78|provirus_2163821_2228021	26.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0011	8295	9212	+	SRR35808611_ctg78|provirus_2163821_2228021	97.4	00	412	87.0	0.241	1.7890000000000002e-20	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	412	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#ffdf59	exonuclease VIII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0012	9323	10414	+	SRR35808611_ctg78|provirus_2163821_2228021	124.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0013	10492	10776	+	SRR35808611_ctg78|provirus_2163821_2228021	24.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0014	10773	11966	+	SRR35808611_ctg78|provirus_2163821_2228021	46.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0015	11953	13791	+	SRR35808611_ctg78|provirus_2163821_2228021	153.4	00	2666	64.0	0.238	2.329e-13	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0016	14192	14410	+	SRR35808611_ctg78|provirus_2163821_2228021	37.7	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0017	14407	16008	+	SRR35808611_ctg78|provirus_2163821_2228021	188.9	00	18726	61.0	0.204	4.748e-11	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	18726	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0018	16005	16901	+	SRR35808611_ctg78|provirus_2163821_2228021	103.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0019	16951	17253	+	SRR35808611_ctg78|provirus_2163821_2228021	19.3	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0020	17250	17480	+	SRR35808611_ctg78|provirus_2163821_2228021	21.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0021	17515	18612	+	SRR35808611_ctg78|provirus_2163821_2228021	155.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0022	18759	19004	+	SRR35808611_ctg78|provirus_2163821_2228021	32.8	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0023	19001	19459	+	SRR35808611_ctg78|provirus_2163821_2228021	32.9	00	229	44.0	0.363	8.001e-08	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	229	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#838383	MazG-like pyrophosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0024	19459	19662	+	SRR35808611_ctg78|provirus_2163821_2228021	7.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0025	19662	20030	+	SRR35808611_ctg78|provirus_2163821_2228021	11.4	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0026	20462	21337	+	SRR35808611_ctg78|provirus_2163821_2228021	73.0	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0027	21334	22680	+	SRR35808611_ctg78|provirus_2163821_2228021	133.8	00	498	268.0	0.373	4.956e-80	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	498	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0028	23611	22763	-	SRR35808611_ctg78|provirus_2163821_2228021	56.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0029	23856	23623	-	SRR35808611_ctg78|provirus_2163821_2228021	28.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0030	24351	23920	-	SRR35808611_ctg78|provirus_2163821_2228021	33.1	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0031	24602	24345	-	SRR35808611_ctg78|provirus_2163821_2228021	24.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0032	24925	25389	+	SRR35808611_ctg78|provirus_2163821_2228021	39.9	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0033	25480	25767	+	SRR35808611_ctg78|provirus_2163821_2228021	17.5	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0034	25868	26431	+	SRR35808611_ctg78|provirus_2163821_2228021	53.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0035	26431	28047	+	SRR35808611_ctg78|provirus_2163821_2228021	181.8	00	38407	100.0	0.34	6.038e-24	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	38407	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0036	28072	28821	+	SRR35808611_ctg78|provirus_2163821_2228021	82.2	00	8156	48.0	0.245	1.113e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	8156	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	#838383	methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0037	29006	29740	+	SRR35808611_ctg78|provirus_2163821_2228021	70.2	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SRR35808611_ctg78|provirus_2163821_2228021_CDS_0038	29737	30549	+	SRR35808611_ctg78|provirus_2163821_2228021	90.6	00	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:Pyrodigal-gv:0.3.2	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
